,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0
46,fcbk,2017-07-26,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better enable good great greater satisfy superior transparency win,165.27999877929688,165.61000061035156,170.44000244140625,169.25,169.6199951171875,171.11000061035156,170.5399932861328,46.0,41.0,4.0,1.0,4.6960000000000015,179.61,0.2,3.12,2.92,1.1,0.88,0.76,0.54,-4.73,-5.05
47,fcbk,2017-09-22,break closed collapse cut deter disclose disclosed fined ill lapse lie lose lying miss restate restated,anticipate anticipates approximate approximately depend dependent hidden revise revised,able beneficial beneficially satisfy win,171.11000061035156,170.5399932861328,162.8699951171875,167.67999267578125,169.9600067138672,180.05999755859375,182.66000366210938,47.0,42.0,3.0,2.0,4.66,194.34,-0.33,-4.82,-4.5,7.38,5.94,8.93,7.47,-7.35,-6.01
48,fcbk,2017-11-01,abuse breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses preventing quit serious sue sued taint,approximate approximately assumption assumptions believe contingent could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better enable great greater profitability satisfy superior transparency win,180.05999755859375,182.66000366210938,178.9199981689453,180.1699981689453,178.4600067138672,177.60000610351562,179.8000030517578,47.0,43.0,2.0,2.0,4.702,203.64,1.44,-0.63,-2.05,-1.43,-0.48,-0.21,0.75,-12.79,-11.71
49,fcbk,2018-01-18,break collapse cut deter fined ill lapse late lie lose lying miss quit termination,believe hidden revise revised,able delight delighted effective improve satisfy strong win,177.60000610351562,179.8000030517578,181.2899932861328,189.3500061035156,185.97999572753903,187.1199951171875,186.88999938964844,47.0,42.0,3.0,2.0,4.66,212.55,1.24,2.08,0.83,-1.18,0.61,-1.3,0.49,-11.96,-12.07
50,fcbk,2018-01-31,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut defer deter disclosing erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sever sue sued taint,approximate approximately assumption assumptions believe contingencies contingent could depend dependency dependent differ hidden intangible may predict predicted prediction predictions reassess reassessing revise revised risk risks roughly uncertain uncertainties unsettled vary,able better effective enable encouraging good great greater satisfy strong stronger superior transparency win,187.1199951171875,186.88999938964844,193.08999633789062,181.25999450683602,176.11000061035156,159.69000244140625,159.69000244140625,47.0,42.0,3.0,2.0,4.66,214.14,-0.12,3.19,3.32,-11.9,-9.32,-11.9,-9.32,-25.43,-25.43
51,fcbk,2018-04-25,breach breaches break caution cautioned challenge challenges closing closure collapse concern concerns conciliation cut disclosing erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better enable enhancing good great greater opportunities satisfy strength strengthen strong superior transparency win,159.69000244140625,159.69000244140625,174.16000366210938,172.0,176.61000061035156,172.0,173.86000061035156,47.0,43.0,2.0,2.0,4.702,216.05,0.0,9.06,9.06,0.0,-2.61,1.08,-1.56,-20.39,-19.53
52,fcbk,2018-05-01,break cut fined ill lie lying miss resign resignation,revise revised,satisfy win,172.0,173.86000061035156,176.07000732421875,176.61000061035156,185.52999877929688,177.97000122070312,178.9199981689453,46.0,43.0,1.0,2.0,4.739,221.55,1.08,2.37,1.27,0.77,-4.07,1.31,-3.56,-19.67,-19.24
53,fcbk,2018-05-08,break challenge challenges closing collapse cut fined ill lapse lie lose losing lying miss,depend dependent hidden revise revised,able delight delighted effective exciting opportunities satisfy win,177.97000122070312,178.9199981689453,182.66000366210938,186.9900054931641,183.75999450683602,177.97000122070312,178.9199981689453,46.0,42.0,2.0,2.0,4.6960000000000015,221.55,0.53,2.64,2.09,-4.82,-3.15,-4.32,-2.63,-19.67,-19.24
54,fcbk,2018-05-08,break closing collapse cut deter disclosing fined ill lapse lie losing lying miss termination,hidden revise revised,able effective satisfy win,177.97000122070312,178.9199981689453,182.66000366210938,186.9900054931641,183.75999450683602,193.27999877929688,192.94000244140625,46.0,42.0,2.0,2.0,4.6960000000000015,221.55,0.53,2.64,2.09,3.36,5.18,3.18,5.0,-12.76,-12.91
55,fcbk,2018-06-05,break collapse cut fined ill lapse lie lose lying miss resign resignation,depend dependence dependent hidden revise revised risk,able gain gains satisfy success win,193.27999877929688,192.94000244140625,191.33999633789062,189.1000061035156,196.80999755859366,214.6699981689453,217.5,46.0,42.0,2.0,2.0,4.6960000000000015,221.93,-0.18,-1.0,-0.83,13.52,9.07,15.02,10.51,-3.27,-2.0
56,fcbk,2018-07-25,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe contingencies could depend dependency dependent differ hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better enable enhancing great greater satisfy superior transparency win,214.6699981689453,217.5,176.25999450683594,171.05999755859375,177.77999877929688,154.38999938964844,146.0399932861328,48.0,44.0,2.0,2.0,4.708,225.0,1.32,-17.89,-18.96,-9.75,-13.16,-14.63,-17.85,-31.38,-35.09
57,fcbk,2018-10-24,allegation allegations argument break claims closed collapse cut deny deter disclose disclosed dismiss dismissed fined forego ill lapse late lie litigation lose lying miss missed poses tense unreimbursed wrong wrongdoing,hidden revise revised risk,able resolve satisfaction satisfy win,154.38999938964844,146.0399932861328,150.9499969482422,142.08999633789062,150.35000610351562,142.08999633789062,146.22000122070312,52.0,42.0,8.0,2.0,4.5,203.02,-5.41,-2.23,3.36,0.0,-5.49,2.91,-2.75,-30.01,-27.98
58,fcbk,2018-10-30,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe contingencies contingent could depend dependency dependent differ hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able best better effective enable enhancing great greater opportunities satisfy superior transparency win,142.08999633789062,146.22000122070312,151.7899932861328,150.35000610351562,147.8699951171875,139.6300048828125,137.41999816894528,52.0,42.0,8.0,2.0,4.5,199.36,2.91,6.83,3.81,-7.13,-5.57,-8.6,-7.07,-29.96,-31.07
59,fcbk,2018-12-07,break collapse cut fined ill lapse lie lying miss,depend hidden may revise revised,able opportunities satisfy win,139.6300048828125,137.41999816894528,141.85000610351562,144.5,143.66000366210938,144.19000244140625,150.4199981689453,53.0,41.0,9.0,3.0,4.396,189.06,-1.58,1.59,3.22,-0.21,0.37,4.1,4.71,-23.73,-20.44
60,fcbk,2019-01-30,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred fined ill impair lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued sues taint,approximate approximately assumption assumptions believe contingencies contingent could depend dependency dependent differ hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better effective enable enhancing great greater satisfy superior transparency win,144.19000244140625,150.4199981689453,166.69000244140625,169.25,167.3300018310547,173.3699951171875,170.1699981689453,53.0,41.0,8.0,4.0,4.3580000000000005,186.38,4.32,15.6,10.82,2.43,3.61,0.54,1.7,-6.98,-8.7
61,fcbk,2019-03-14,break collapse cut fined ill lapse lie lying miss resign,hidden revise revised,able satisfy win,173.3699951171875,170.1699981689453,165.97999572753906,161.57000732421875,166.2899932861328,179.10000610351562,179.64999389648438,52.0,41.0,9.0,2.0,4.462,196.0,-1.85,-4.26,-2.46,10.85,7.7,11.19,8.03,-8.62,-8.34
62,fcbk,2019-04-15,absence adverse adversely against allege alleged alleging assertions breach breached break burden cancel cancellation cease ceased challenge challenges claiming claims closed closing closure collapse concern conflict contend contrary convict conviction counterclaim counterclaims criminal cut defend defending deficiencies delay destroy destroyed destruction deter diminish diminishing disclose disclosed disinterested dismiss dismissal dispose dispute disqualification disqualified disregard disregarded disrupt disruption distract distraction doubt erred fail failed fails failure fault fined fines force forced forego fraud frivolous guilty harm ill illegal impair impaired impairing improper inability inaction inadvertent incident inconsistent inquiry intentional interfere invalid invalidate investigating investigation knowingly lapse late lie limitation limitations litigation lose losing loss lost lying misconduct miss objecting omission omissions oppose opposed overage overcome penalties plea pleas poses posing postpone postponed postponement preclude prejudice prosecute prosecuted prosecuting purport purporting question questions quit relinquish relinquishes resign resignation restate restated revocation revocations revoke revoked sever stolen sue sued sues suffer suffered taint terminate termination terminations threat threaten threatened unable unavailable undue unlawful unpaid unreasonably violation,alteration anticipate anticipated appear appears assume believe believed believes clarification clarifications could depend dependence dependent differ doubt hidden indefinite may might pending possible presume presumed presumption revise revised risk suggest suggests tending uncertain uncertainty,able advancement advances advantage beneficial beneficially benefit best conclusive conclusively confident desirable desired effective empower empowered enable enjoy exclusive exclusively exclusivity favorably gain gaining gains good great greater loyal opportunity pleasure resolve satisfactory satisfied satisfy success successful successfully win,179.10000610351562,179.64999389648438,178.8699951171875,178.27999877929688,182.5800018310547,183.77999877929688,182.5800018310547,50.0,39.0,9.0,2.0,4.44,197.14,0.31,-0.13,-0.43,3.09,0.66,2.41,0.0,-6.78,-7.39
63,fcbk,2019-04-24,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred fined ill impair inquiry lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued sues taint unresolved,approximate approximately assumption assumptions believe contingencies could depend dependency dependent differ hidden may predict predicted prediction predictions probable revise revised risk risks uncertain uncertainties vary,able better collaborative effective enable enhancing good great greater resolve satisfy superior transparency win,183.77999877929688,182.5800018310547,193.25999450683602,194.77999877929688,176.02000427246094,,,50.0,39.0,9.0,2.0,4.44,202.19,-0.65,5.16,5.85,,,,,,
