,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0
41,amzn,2013-07-25,break breaking cancel cancellation cancellations claims closure closures conciliation decline difficult easing erred fraud ill impair impaired interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit restructuring restructurings sever sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might nearly pending possible predict risk risks tending uncertain uncertainties uncertainty unpredictable,able achieve alliance benefit better easier easily easy efficient efficiently enable enhance enhanced enhancement enhancements exclusive exclusively exclusives favorable favorite favorites gain gains improve improved invent inventor leading opportunities opportunity popular proficient satisfy surpass surpassed win worthy,298.94000244140625,303.3999938964844,312.010009765625,302.4100036621094,300.989990234375,326.760009765625,332.2099914550781,45.0,33.0,12.0,0.0,4.444,322.67,1.49,4.37,2.84,8.05,8.56,9.85,10.37,1.27,2.96
42,amzn,2013-10-24,break breaking cancel cancellation cancellations claims closure closures conciliation decline deter difficult downtime erred fraud ill impair impairment interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit restructuring restructurings sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best better breakthrough easier easily easy efficient efficiently empower enable enhance enhanced enhancement enhancements exceptional exclusive exclusively favorable gain gains good impress improve improved innovative invent inventor leading opportunities positive satisfy success successful win,326.760009765625,332.2099914550781,363.3900146484375,362.70001220703125,358.739990234375,384.20001220703125,403.010009765625,45.0,34.0,11.0,0.0,4.489,347.47,1.67,11.21,9.39,5.93,7.1,11.11,12.34,10.57,15.98
43,amzn,2014-01-30,break cancel cancellation cancellations claims closure closures collapse conciliation decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss quit restructuring restructurings sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may might nearly pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best breakthrough charitable easily easy efficient efficiently enable enjoy exclusive exclusively favorable favorite gain gains good improve improved invent inventor leading opportunities popular premier premiere satisfy win,384.20001220703125,403.010009765625,358.69000244140625,347.95001220703125,360.8699951171875,331.80999755859375,317.1099853515625,46.0,36.0,10.0,0.0,4.543,424.08,4.9,-6.64,-11.0,-4.64,-8.05,-8.86,-12.13,-21.76,-25.22
44,amzn,2014-04-10,accuse accuses against annoy annoyance annoying barrier barriers break challenge challenges challenging closure cut defect defects difficult easing fail failing failure failures force forced forcing ill injury lack late lie lose losing loss losses miss omit omitted plea pleas question questions quit sacrifice sacrifices serious sever slow sue tense threat threaten threatened urgency,almost appear believe could depend dependence differ may might nearly perhaps possible predict predicts probability risk risks roughly somewhere suggest unknown unproven unusual,able accomplish accomplished achieving advantage advantages assure beautiful benefit benefiting best better boom booming brilliant charitable delight despite dream easily easy effective efficient empower empowered enable enabled enabling encouraged encouragement enhance enhanced enhancement enjoy enjoying exceptional excited exciting exclusive exclusives favorite gain gaining gains good great greater greatly happy ideal impress impressed impressive improve improvement improvements improving incredible incredibly innovation innovations innovative invent invented inventing invention inventions inventive leadership leading opportunities opportunity optimistic perfect pleasure profitability progress receptive revolutionize revolutionizes satisfy strength strengthen strengthened strong stronger success successes surpass surpassing tremendous valuable versatile vibrant win,331.80999755859375,317.1099853515625,311.7300109863281,316.0799865722656,330.8699951171875,324.5799865722656,337.1499938964844,47.0,36.0,10.0,1.0,4.468,431.95,-4.43,-6.05,-1.7,2.69,-1.9,6.67,1.9,-24.86,-21.95
45,amzn,2014-04-24,break cancel cancellation cancellations claims closure closures collapse conciliation cut decline difficult erred fraud ill interrupt interruption interruptions lack lapse late lie limitation limitations lose loss losses lying miss pled quit restructuring restructurings sever stringent sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may might nearly pending possible predict predicts risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best breakthrough collaboration delight delighted easier easily easy efficient efficiently enable exclusive exclusively favorable gain gains good great improve improved innovative invent inventing inventor opportunities popular revolutionize revolutionized satisfy win,324.5799865722656,337.1499938964844,303.8299865722656,300.3800048828125,310.04998779296875,304.9100036621094,312.239990234375,47.0,37.0,9.0,1.0,4.511,432.9,3.87,-6.39,-9.88,1.51,-1.66,3.95,0.71,-29.57,-27.87
46,amzn,2014-05-23,break closed concern cut disclose disclosed ill lose miss,depend dependent,gain gains satisfy success win,304.9100036621094,312.239990234375,310.82000732421875,310.1600036621094,307.19000244140625,358.1400146484375,358.6099853515625,48.0,38.0,9.0,1.0,4.521,419.85,2.4,1.94,-0.45,15.47,16.59,15.62,16.74,-14.7,-14.59
47,amzn,2014-07-24,break cancel cancellation cancellations claims closure closures collapse conciliation decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss overage pled quit restructuring restructurings sever sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could depend depending differ fluctuation fluctuations hidden intangible may nearly pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best better easier easily easy efficient efficiently enable enabling enhance enhanced enhancement enhancements exclusive exclusively favorable gain gains great ideal improve innovate innovative invent invention inventor opportunities satisfy strong win,358.1400146484375,358.6099853515625,324.010009765625,320.0,313.6499938964844,312.989990234375,307.05999755859375,48.0,34.0,13.0,1.0,4.354,410.32,0.13,-9.53,-9.65,-2.19,-0.21,-4.04,-2.1,-23.72,-25.17
48,amzn,2014-08-01,break collapse cut lapse,assuming hidden,able effective satisfy win,312.989990234375,307.05999755859375,313.6499938964844,313.8900146484375,319.32000732421875,331.5899963378906,334.0199890136719,48.0,30.0,17.0,1.0,4.188,389.57,-1.89,0.21,2.15,5.64,3.84,6.41,4.6,-14.88,-14.26
49,amzn,2014-08-25,break breaking claims closing closure collapse fraud ill interrupt interruption lapse late lie lose losing miss taint,approximate approximately assumption believe could depend dependent differ fluctuation fluctuations hidden may risk risks uncertain uncertainties,able exclusive exclusively great invent invention inventor leading satisfy win,331.5899963378906,334.0199890136719,341.8299865722656,340.0199890136719,339.0,342.3800048828125,339.0,50.0,30.0,19.0,1.0,4.14,389.57,0.73,3.09,2.34,0.69,1.0,-0.3,0.0,-12.11,-12.98
50,amzn,2014-09-03,break collapse ill lapse lose plea pleas,hidden pending,able benefit benefitted best great invent inventing invention leadership pleasure satisfy succeed win,342.3800048828125,339.0,345.95001220703125,342.3399963378906,331.19000244140625,345.95001220703125,346.3800048828125,50.0,30.0,19.0,1.0,4.14,389.56,-0.99,1.04,2.05,1.05,4.46,1.18,4.59,-11.19,-11.08
51,amzn,2014-09-05,absence adverse adversely against allege alleged arrears bad bail bankrupt bankruptcy breach break burden burdens burdensome caution cautionary cease ceases challenging claiming claims closed closing closure closures collapse concern conciliation conflict contested contesting contrary corrupt corruption counterclaim counterclaims critical cut damage damages danger decline declined default defer deficiencies deficiency delay delayed delinquent deter detract disadvantage disadvantageous disapprove disavow disclose disclosed dishonor dismiss dismissed dispose disproportion disproportionate disproportionately dispute disputes disregard disregarded doubt downgrade downgraded encroach encroachment encroachments encumber encumbrance encumbrances endanger endangered enjoin erred erring error exculpatory exonerating expose fail failed failing fails failure fault faults fined force forced forego forfeit forfeiture fraud fraudulent harm ill illegal illegality impair impaired impairment impracticable inability inaccuracy inaccurate inadequacy incapable incident incompetence inconsistent incorrect indefeasible indefeasibly injunction injunctions insolvency interfere interfering invalid invalidate invalidated invalidity investigation lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator litigation lose losing loss losses lost lying malpractice misconduct miss missed moratorium negligence nondisclosure nonpayment nonperformance objection obsolete omission omit omitted oppose opposed overage overdue penalties penalty plea plead pleading pleadings pled poses posing postpone preclude prejudice protest protests punitive purport quit refusal reject reparation repudiate resign resignation restate restated restructuring revocation revoke revoked revokes sever solvency strain subpoena sue sued suffer suffered suspend suspended suspension terminate terminated termination terminations threat threaten threatened unable unemployment unintended unlawful unpaid unreasonably unreimbursed unsatisfied usurious violate violation violations worse,anticipate anticipated anticipation appear appearing approximate approximately assume assumed assumes assumption believe believed conditional conditionally contingency contingent could depend dependent differ differs doubt fluctuating fluctuation fluctuations hidden intangible may might pending possible precaution precautionary presume presumed revise revised risk risks speculative tending unknown variable vary,able achieve achieved adequately advances advantage advantageous assuring beneficial beneficially benefit benefited better conclusive conclusively confident desired diligent diligently effective empower empowered enable enhance enhanced exclusive exclusively favorable gain gains good great greater highest honor improve improvement improvements improving leading opportunity perfect perfected progress satisfaction satisfactory satisfied satisfy succeed succeeding success win,345.95001220703125,346.3800048828125,342.3399963378906,331.3299865722656,327.760009765625,328.2099914550781,321.92999267578125,50.0,29.0,20.0,1.0,4.1,392.06,0.12,-1.04,-1.17,-0.94,0.14,-2.84,-1.78,-16.29,-17.89
52,amzn,2014-09-25,break closure collapse lapse,hidden,able satisfy win,328.2099914550781,321.92999267578125,323.2099914550781,322.44000244140625,322.20001220703125,312.9700012207031,313.17999267578125,50.0,30.0,19.0,1.0,4.14,390.26,-1.91,-1.52,0.4,-2.94,-2.86,-2.87,-2.8,-19.8,-19.75
53,amzn,2014-10-23,break cancel cancellation cancellations claims closure closures collapse conciliation critical critically decline difficult erred fraud ill interrupt interruption interruptions lack lapse late lie limitation limitations lose loss losses lying miss question questions quit restructuring restructurings strain stress sue sued taint unpredictable worry,approximate approximately assume assumes believe contingencies could depend depending differ fluctuation fluctuations hidden intangible may pending predict risk risks uncertain uncertainties uncertainty unpredictable,able acclaimed advantage alliance benefit best creative easier easily efficient efficiently enable enables excellence exclusive exclusively favorable favorite favorites gain gains great highest improve incredible invent invention inventor leading opportunities perfect popular premier premiere satisfy strong unmatched win winning,312.9700012207031,313.17999267578125,287.05999755859375,295.5899963378906,305.7200012207031,316.92999267578125,312.6300048828125,49.0,30.0,18.0,1.0,4.163,382.14,0.07,-8.28,-8.34,7.22,3.67,5.76,2.26,-17.06,-18.19
54,amzn,2014-12-05,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closed closing conflict conflicts contrary crisis culpability cut damage damages default defaulting defaults defend defending delay deter dispose disrupt disruption downgrading easing encumbrance encumbrances erred exculpation fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impair impracticable inadvisable inappropriate incident inconsistent ineligible insolvency insufficient investigating investigation lapse late lie limitation limitations lose losing loss losses mislead misleading misrepresent misrepresentation miss moratorium omission omissions omit overdue plaintiff plea plead pleaded poses postpone purport purported quit refusal refuse refused reparation sever solvency sue sued suspend suspended suspending terminate terminated termination threat threaten threatened unable unavailability unavailable unpaid usury violation,approximate approximately assume assumed assuming assumption assumptions conditional could depend dependent differ differing may ordinarily pending possible preliminary revise unknown,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfied satisfy succeed succeeding success win,316.92999267578125,312.6300048828125,306.6400146484375,305.8399963378906,295.05999755859375,303.9100036621094,311.7799987792969,51.0,30.0,20.0,1.0,4.118,358.14,-1.36,-3.25,-1.92,-0.63,3.0,1.94,5.67,-15.14,-12.94
55,amzn,2015-01-29,break cancel cancellation cancellations claims closure closures collapse conciliation critical critically decline difficult downward easing erred fined firing fraud ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss omit quit restructuring restructurings sue sued taint unfavorable unpredictable,almost anticipate anticipated approximate approximately assume assumes believe contingencies could depend dependent differ fluctuation fluctuations hidden intangible may pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able acclaimed alliance benefit best better confident easier easily easy effective efficient efficiently empower empowers enjoy excellence exclusive exclusively exclusives favorable gain gains good great innovation innovations invent invention inventor opportunities popular premier premiere prestige satisfy strong superior win winning,303.9100036621094,311.7799987792969,354.5299987792969,363.5499877929688,370.55999755859375,389.7999877929688,389.989990234375,49.0,30.0,18.0,1.0,4.184,360.67,2.59,16.66,13.71,7.22,5.19,7.27,5.24,8.08,8.13
56,amzn,2015-04-23,break cancel cancellation cancellations claims closure closures collapse conciliation contradict contradictory cut decline difficult erred fined fraud ill interrupt interruption interruptions lag lags lapse late lie limitation limitations loss losses lying miss omit poses preventing problem problematic quit restructuring restructurings sever sue sued taint unfavorable unpredictable,approximate approximately approximates assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may pending predict prediction predictions predictive risk risks suggest uncertain uncertainties uncertainty unpredictable,able achieve alliance benefit best creative easily easy efficient efficiently enable enables enjoy excellence exclusive exclusively favorable gain gains good improving innovate invent inventing invention inventor opportunities popular progress satisfy success successful win,389.7999877929688,389.989990234375,445.1000061035156,429.30999755859375,423.0400085449219,389.989990234375,445.1000061035156,46.0,28.0,18.0,0.0,4.217,406.66,0.05,14.19,14.13,-9.16,-7.81,3.68,5.21,-4.1,9.45
57,amzn,2015-04-24,against alerting break challenge challenges closing closure critical cut deficiencies deter difficult easing embarrass embarrassing fail failure failures force forced forcing ill incomplete late lie losing loss losses miss overcome plea pleas poses problem problematic risky sacrifice sacrifices serious sever strain strained sue urgency,almost appear appeared appears approximate approximately assuming believe could depend dependent differ may might nearly possible probability risk risks risky sometime sometimes somewhere,able accomplish accomplishment accomplishments achieve achieved achieving advantage advantages assure attractive benefit best better despite dream easier easy effective efficiency enable enabling encouragement enhance enhanced excellence excited exciting gain gaining gains good great greater greatly happily improve improving incredible incredibly innovation innovative invent invention inventor leadership leading opportunities opportunity optimistic pleased positive proficiency proficient profitability progress receptive satisfy strength strengthen strengthened strong stronger success successes valuable versatile win winning,389.989990234375,445.1000061035156,438.55999755859375,429.3699951171875,421.1900024414063,432.9700012207031,429.9200134277344,46.0,31.0,15.0,0.0,4.348,448.69,14.13,12.45,-1.47,0.84,2.8,0.13,2.07,-3.5,-4.18
58,amzn,2015-06-12,break collapse concern ill inability lapse miss,depend dependent hidden risk risks,able gain gains satisfy success win,432.9700012207031,429.9200134277344,423.6700134277344,427.80999755859375,445.989990234375,432.9700012207031,429.9200134277344,45.0,30.0,15.0,0.0,4.333,467.86,-0.7,-2.15,-1.45,1.21,-2.92,0.49,-3.6,-7.46,-8.11
59,amzn,2015-06-12,break closed collapse disclose disclosed lapse lose,assuming hidden,able effective satisfy win,432.9700012207031,429.9200134277344,423.6700134277344,427.80999755859375,445.989990234375,488.2699890136719,482.17999267578125,45.0,30.0,15.0,0.0,4.333,467.86,-0.7,-2.15,-1.45,14.13,9.48,12.71,8.11,4.36,3.06
60,amzn,2015-07-23,break breaking cancel cancellation cancellations claims closure closures collapse conciliation decline difficult erred fined force fraud ill interrupt interruption interruptions lack lapse late lie limitation limitations loss losses lying miss omit pled quit restructuring restructurings sue sued taint unfavorable unpredictable worry,approximate approximately approximates assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may nearly pending predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance beautiful benefit benefited better easily easy efficient efficiently enable enables excellence exclusive favorable friendly gain gains good improve invent invention inventor opportunities positive satisfy win,488.2699890136719,482.17999267578125,529.4199829101561,526.030029296875,535.030029296875,555.77001953125,563.9099731445312,46.0,34.0,12.0,0.0,4.457,506.75,-1.25,8.43,9.8,5.65,3.88,7.2,5.4,9.67,11.28
61,amzn,2015-10-22,break cancel cancellation cancellations claims closure closures collapse conciliation critical critically cut decline difficult erred exploit exploits fail failure fined fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss omit pled quit restructuring restructurings sue sued sues taint unfavorable unpredictable vulnerabilities,anticipate anticipated approximate approximately approximates assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may nearly pending predict risk risks uncertain uncertainties uncertainty unpredictable,able acclaimed alliance benefit best easier easily easy effective enable enabled excellence exclusive exclusively favorable gain gains incredibly invent invention inventor opportunities popular positive progress satisfy strength win winning,555.77001953125,563.9099731445312,599.030029296875,611.010009765625,628.3499755859375,583.3499755859375,635.3499755859375,45.0,37.0,8.0,0.0,4.622,671.22,1.46,7.78,6.23,-4.53,-7.16,3.98,1.11,-13.09,-5.34
62,amzn,2016-01-28,break cancel cancellation cancellations claims closure closures collapse conciliation critical decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss omit pled quit restructuring restructurings sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may might nearly pending predict risk risks roughly uncertain uncertainties uncertainty unpredictable,able alliance benefit best easier easily enable enabled enables enhance enhanced excellence exclusive favorable gain gains innovative invent invention inventor leading opportunities satisfy win,583.3499755859375,635.3499755859375,587.0,552.0999755859375,488.1000061035156,482.0700073242188,490.4800109863281,46.0,39.0,7.0,0.0,4.652,759.92,8.91,0.63,-7.61,-12.68,-1.24,-11.16,0.49,-36.56,-35.46
63,amzn,2016-02-10,absence break collapse cut forego forfeit forfeiture ill lapse lie opportunistic opportunistically suspend suspending,assume assuming believe believes hidden may pending,able effective enhance satisfy win,482.0700073242188,490.4800109863281,503.8200073242188,552.0999755859375,534.9000244140625,554.0399780273439,555.1500244140625,46.0,40.0,6.0,0.0,4.6960000000000015,747.42,1.74,4.51,2.72,0.35,3.58,0.55,3.79,-25.87,-25.72
64,amzn,2016-02-25,absence against allege alleged breach breaches break burden cancel canceled cease ceased ceases challenge challenged challenges claims closed closing closure collapse concern confine confined conflict contrary convict convicted criminal cut damage damages defect defend defending destroy destroyed deter disclose disclosed disclosing disinterested disqualification disqualified disregard disregarded dissent erred fail fails failure fined fines force forego harm ill inability incident ineligibility ineligible interfere invalid lapse late lie limitation lose loses losing loss lost lying mislead misleading miss objecting omission omissions omit omits omitting oppose opposed overcome penalties pled poses posing postpone postponement preclude prejudice prosecuting question recall recalled recalls refuse reject rejected reparation resign resignation resigns sue sued sues suffer suffered termination terminations threat threaten threatened unable unavailability unavailable unpaid violate violation violations,appear appearing appears assume believe believed believes could depend dependence dependent differ hidden may might pending presume presumed presumption risk variation variations,able accomplish accomplished advancement beneficial beneficially benefit best confident desired effective exclusive exclusively exclusivity gain gains good great greater highest leading opportunity resolve satisfactory satisfied satisfies satisfy solves success successful valuable win,554.0399780273439,555.1500244140625,555.22998046875,579.0399780273438,562.7999877929689,593.1900024414062,586.1400146484375,46.0,41.0,5.0,0.0,4.739,750.05,0.2,0.21,0.01,2.44,5.4,1.23,4.15,-20.91,-21.85
65,amzn,2016-04-05,against break breaking challenge challenges closure convict conviction cut deter diminish diminished disadvantage doubt doubted dropped easing fail failed failure failures force forced forcing frustrate frustrated hurt ill inability incidence inconvenient irreversible late lie lose loss losses lost miss missed oppose opposed plea pleas question questions sacrifice sacrifices serious sever slow slowly slowness sue sues suffer uncover uncovering urgency worse wrong,almost appear believe could differ doubt doubted may might nearly pending possible probability risk risks seems tending unusual,able accomplish accomplished accomplishes achieve achieved achieving advantage advantages assure benefit best better brilliant creativity delight despite distinctive dream easier easy effective empower empowered enable enabled enables enabling encouragement enhance enhanced excellence excited exciting exclusive exclusives gain gaining gains good great greater greatest greatly happy improve improving incredible incredibly innovation invent invented inventing invention inventive inventiveness inventor leadership opportunities opportunity optimistic profitability progress receptive satisfy stable strength strengthen strengthened strong stronger success successes surpass surpassed valuable versatile win winner winners worthy,593.1900024414062,586.1400146484375,602.0800170898438,594.5999755859375,620.75,606.5700073242188,602.0,46.0,41.0,5.0,0.0,4.739,741.08,-1.19,1.5,2.72,2.01,-2.28,1.24,-3.02,-18.15,-18.77
66,amzn,2016-04-28,break cancel cancellation cancellations challenge challenges claims closure closures collapse conciliation cut decline difficult downtime erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss omit pled quit restructuring restructurings sever sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may nearly pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able alliance beautiful benefit better despite easier easily enable enabled enhance enhanced excellence exclusive exclusively favorable gain gains good highest improve incredible incredibly invent invention inventor opportunities premier premiere satisfaction satisfy success successful win,606.5700073242188,602.0,659.5900268554688,671.3200073242188,679.75,698.52001953125,702.7999877929688,46.0,40.0,6.0,0.0,4.6960000000000015,745.55,-0.75,8.74,9.57,4.05,2.76,4.69,3.39,-6.31,-5.73
67,amzn,2016-05-20,break collapse concern cut default downgrade downgraded fault ill inability lapse lie miss poses terminate terminated unpaid,could depend dependent hidden may,able gain gains satisfy success win,698.52001953125,702.7999877929688,696.75,708.3499755859375,722.7899780273438,736.6699829101562,752.6099853515625,45.0,39.0,6.0,0.0,4.689,810.41,0.61,-0.25,-0.86,4.0,1.92,6.25,4.13,-9.1,-7.13
68,amzn,2016-07-28,break cancel cancellation cancellations claims closure closures collapse conciliation critical critically cut decline difficult erred force fraud ill impair impaired interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss omit pled quit restructuring restructurings sever sue sued taint unpredictable,assume assumes believe contingencies could differ fluctuation fluctuations hidden may nearly pending predict risk risks uncertain uncertainties uncertainty unpredictable,able acclaimed achieve achieved alliance benefit best easily easy efficient efficiently enable enables enjoy excellence exclusive exclusively favorable gain gaining gains ideal invent inventing invention inventor opportunities premier premiere satisfy win winning,736.6699829101562,752.6099853515625,758.8099975585938,760.5800170898438,766.5599975585938,784.47998046875,784.0599975585938,46.0,40.0,6.0,0.0,4.6960000000000015,828.23,2.16,3.01,0.82,3.14,2.34,3.09,2.28,-5.28,-5.33
69,amzn,2016-09-08,break collapse cut lapse lie miss,assuming hidden,able effective satisfy win,784.47998046875,784.0599975585938,760.1400146484375,761.010009765625,775.0999755859375,822.5900268554688,818.3599853515625,46.0,40.0,6.0,0.0,4.6960000000000015,880.66,-0.05,-3.1,-3.05,8.09,6.13,7.54,5.58,-6.59,-7.07
70,amzn,2016-10-27,break bridge cancel cancellation cancellations claims closure closures collapse conciliation cut decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss omit quit restructuring restructurings sue sued taint unfavorable unpredictable,anticipate anticipated anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best better collaborating easier easily enable enables enjoy excellence exclusive exclusively favorable favorite gain gains innovation invent invention inventor opportunities popular premier premiere satisfy win winning,822.5900268554688,818.3599853515625,776.3200073242188,785.4099731445312,784.9299926757812,832.3499755859375,839.9500122070312,48.0,43.0,5.0,0.0,4.75,936.28,-0.51,-5.62,-5.14,5.98,6.04,6.94,7.01,-11.1,-10.29
71,amzn,2017-02-02,break cancel cancellation cancellations claims closed closure closures collapse conciliation cut decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss omit quit restructuring restructurings sever sue sued taint unfavorable unpredictable,anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able advantage alliance benefit better breakthrough easier easily easy enable enabled enjoy enjoyable excellence exclusive exclusively favorable favorite gain gains improve innovation invent invention inventor leading opportunities popular premier premiere satisfy win winner winning,832.3499755859375,839.9500122070312,810.2000122070312,812.5,836.530029296875,853.4199829101562,852.3099975585938,47.0,42.0,5.0,0.0,4.745,950.06,0.91,-2.66,-3.54,5.04,2.02,4.9,1.89,-10.17,-10.29
72,amzn,2017-03-17,break collapse cut ill lapse lie miss resign resigned,hidden,able satisfy win,853.4199829101562,852.3099975585938,856.969970703125,848.0599975585938,856.0,902.3599853515624,896.22998046875,46.0,41.0,5.0,0.0,4.739,946.75,-0.13,0.42,0.55,6.4,5.42,5.68,4.7,-4.69,-5.34
73,amzn,2017-04-12,against bad barrier barriers break challenge challenges challenging closure complicate complicated convict conviction correcting costly cut danger dangerous decline default defend deter disagree disagreement dispute dissatisfied easing escalate escalated fail failure failures fault force forced forcing fraud ill intentional investigate late lie loss losses mislead miss problem question sacrifice sacrifices serious sever slow slower slowly sue sues unintentional unintentionally urgency wrong,appear believe could differ may might possible probability probably risk risks somewhere,able achieving advantage advantages beautiful beautifully benefit best better delight delighting despite easily easy effective enabling encouragement enhance enhanced excited gain gaining gains good great greater greatly happy improve improving incredible incredibly ingenuity invent inventing inventor inventors leadership opportunities opportunity optimistic popular profitability progress receptive resolve satisfied satisfy strength strengthen strengthened strong stronger success successes tremendous valuable versatile win,902.3599853515624,896.22998046875,884.6699829101562,901.989990234375,898.530029296875,909.2899780273438,918.3800048828124,47.0,43.0,4.0,0.0,4.787,973.87,-0.68,-1.96,-1.29,0.81,1.2,1.82,2.21,-6.63,-5.7
74,amzn,2017-04-27,against break cancel cancellation cancellations claims closed closure closures collapse conciliation critical cut decline difficult disclose disclosed erred fined fraud frustration ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss omit question questions quit restructuring restructurings sever sue sued taint unfavorable unpredictable,anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able achieve alliance assure benefit collaborate collaborated easier easily efficient enable enabled enables excellence exceptional exclusive favorable gain gains good highest invent invention inventor leading opportunities popular satisfaction satisfy win winning,909.2899780273438,918.3800048828124,924.989990234375,946.9400024414062,949.0399780273438,980.3499755859376,993.3800048828124,47.0,40.0,7.0,0.0,4.66,1012.82,1.0,1.73,0.72,3.53,3.3,4.9,4.67,-3.21,-1.92
75,amzn,2017-05-25,break closed collapse criminal cut disclose disclosed fined inability lapse lie lose lying miss restate restated,depend dependent hidden revise revised,able gain gains satisfy success win,980.3499755859376,993.3800048828124,995.780029296875,996.7000122070312,1011.3400268554688,964.1699829101562,987.7100219726562,45.0,39.0,6.0,0.0,4.689,1103.79,1.33,1.57,0.24,-3.26,-4.66,-0.9,-2.34,-12.65,-10.52
