,ticker,date,neg_text,uncert_text,pos_text,an_count,an_buy,an_hold,an_sell,an_rating,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0,period
58,csco,2016-11-16,adverse antitrust breach breaches break catastrophic caution cautioned challenging concern conciliation conciliations cut decline defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete poses problem problems question quit restructuring restructurings seize sever sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit despite effective enhance gain gains good improve improvement improvements innovation invent inventor leadership leading opportunity profitable satisfy strong success successful successfully win,37.0,21.0,15.0,1.0,4.081,0,0,0,1,1,1,1,0,0,27.0
59,csco,2016-12-13,break closing cut disclosing lie losing miss,depend dependent reassess,able gain gains satisfy win,37.0,21.0,15.0,1.0,4.081,1,1,0,1,1,1,1,0,0,90.0
60,csco,2017-03-13,against break cut defer deter fines forego harm ill lie limitation limitations miss quit threat threaten threatened,may pending,able gain gains satisfy win,37.0,21.0,15.0,1.0,4.081,0,0,1,0,0,0,0,0,0,16.0
61,csco,2017-03-29,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,37.0,21.0,15.0,1.0,4.081,0,0,0,1,1,1,1,0,0,2.0
62,csco,2017-03-31,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach breached break bridge cancel cancellation caution cautionary cease claiming claims closed closing closure concern conciliation conflict contested contrary corrupt corruption counterclaim cut damage damages decline declined default defer delay delayed delinquent deter detract disadvantage disadvantageous disapprove disavow disclose disclosed discontinue discontinued dishonor dismiss dismissed disproportion disproportionate disproportionately dispute disregard disregarded dissolution doubt easing encumber encumbrance encumbrances erred erring error exculpatory expose fail failed failing fails failure fault faults fined fines force forced forego forfeit forfeiture fraud fraudulent harm hazard hazardous ill illegal illegality impair impaired impairment inability inaccurate incapable incident incomplete incorrect indefeasibly injunction injunctions insolvency intentional interfere invalid invalidate invalidated invalidity investigation involuntary lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator litigation lose losing loss losses lying malpractice misconduct mislead misleading miss missed moratorium negative negligence objection obsolete omission omit omitted onerous oppose opposed overage overdue penalties penalty plea plead pleading pleadings pled poses posing postpone preclude prejudice protest punitive purport purported purportedly purporting quit reject reparation repudiate resign resignation restate restated restructuring revoke revokes sever solvency subpoena sue sued suffer suffered suing suspend suspended suspension terminate terminated termination terminations threat threaten threatened unable unemployment unintended unlawful unpaid unreasonably unreimbursed unsatisfied usurious violate violation,anticipate anticipated appear appearing approximate approximately assume assumed assumes assumption assumptions believe believed conditional contingent could depend dependent depending differ doubt exposure fluctuating intangible may pending possible precaution precautionary presume presumed risk risks speculative tending unknown variable variance variation varied vary,able achieve achieved adequately advances advantage advantageous assuring beneficial benefit best conclusive conclusively confident desirable desired diligent diligently effective empower empowered enable enhance enhanced exclusive exclusively favorable gain gains good great greater highest honor leading opportunity perfect perfected satisfaction satisfactory satisfied satisfy succeed succeeding success win,37.0,21.0,15.0,1.0,4.081,1,0,0,1,1,1,1,0,0,47.0
63,csco,2017-05-17,adverse antitrust breach breaches break catastrophic caution cautioned concern conciliation conciliations critical cut decline defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective enable gain gains good improve improvement improvements invent inventor leadership opportunity pleased profitability progress satisfy success successful successfully unparalleled win,37.0,21.0,16.0,0.0,4.135,0,0,0,1,1,0,1,0,0,29.0
64,csco,2017-06-15,break closed cut disclose disclosed fined ill lie lose lying miss terminate,revise revised,able satisfy win,37.0,21.0,16.0,0.0,4.135,0,1,1,1,1,1,1,0,0,62.0
65,csco,2017-08-16,adverse antitrust breach breaches break catastrophic caution cautioned closed concern conciliation conciliations critical cut decline defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective gain gains good improve improvement improvements innovation innovative invent inventor leadership opportunity profitability progress satisfy strong success successful successfully tremendous win,32.0,20.0,12.0,0.0,4.25,1,0,0,1,1,1,1,0,0,33.0
66,csco,2017-09-18,break challenge cut disrupt disrupted fear fined ill lie lying miss,could revise revised,able effective honor leadership satisfy success successful transparency tremendous win,30.0,18.0,12.0,0.0,4.2,1,1,0,1,1,1,1,0,0,35.0
67,csco,2017-10-23,adverse adversely break closing concern cut fined force ill late lie lose losing lying miss seize sue sued taint termination,approximate approximately assuming believe could differ may preliminary revise revised risk risks uncertain uncertainty,able achieve benefit best breakthrough collaborate collaboration empower empowers enhance enhances excited innovation innovator leading opportunities opportunity satisfied satisfy success successful successfully win,28.0,18.0,10.0,0.0,4.2860000000000005,1,1,1,0,0,0,0,0,0,23.0
68,csco,2017-11-15,adverse adversely antitrust breach breaches break catastrophic caution cautioned closed concern conciliation conciliations critical cut default defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fault fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit better effective enable enables enhance gain gains good improve improvement improvements innovation invent inventor leadership opportunity positive profitability profitable progress satisfy strong success successful successfully win,30.0,19.0,11.0,0.0,4.2669999999999995,1,1,1,1,1,1,1,0,0,27.0
69,csco,2017-12-12,absence adverse adversely against breach break broken cancel canceled cancellation cancelled cease ceased ceases claims closed closing closure concern conflict conflicts contested contrary convict conviction correcting crime cut damage damages deceased default defect defend defer delay delayed deter disclose dishonest dishonesty dismiss dismissal dispute dissolution divest divestiture divestitures divorce doubt easing erred fail fails failure fault felony fined force forego forfeit forfeited forfeiture fraud harm ill illegal impair impairment impractical inability inconsistency inconsistent intentional interfere interrupt interruption invalid investigation involuntarily lapse lapsed late lie limitation limitations liquidate liquidation litigating litigation lose losing loss lying misconduct miss omission plea pleas pled poses preclude prosecution question quit refusal refuse refusing resign resignation restate restated restatement revocation revoke revoked sever strain sue sued suspend suspended suspends suspension taint terminate terminated terminates terminating termination terminations unable unauthorized unfunded violation voided writeoff writeoffs,ambiguous anticipate anticipated assume assumed assumption depend dependent depends differ doubt fluctuation indeterminable may pending possible predict predicted revise revised tending unknown unsettled vary,able accomplish achieve achievement attain attained attains beneficial benefit conclusive confident desirable effective enable enables exclusive exclusively gain gains good great greater honor honored invent inventor leadership opportunity reward satisfaction satisfactory satisfied satisfy success valuable win,30.0,19.0,11.0,0.0,4.2669999999999995,0,1,1,1,1,1,1,1,1,121.0
70,csco,2018-04-12,against break cut defer fined fines forego harm ill lie limitation limitations lying miss quit threat threaten threatened,may pending revise revised,able gain gains satisfy win,30.0,20.0,9.0,1.0,4.2669999999999995,1,1,0,0,1,1,1,0,0,19.0
71,csco,2018-05-01,break cut fined lie lying miss resign,revise revised,able effective satisfy win,31.0,21.0,9.0,1.0,4.29,1,0,0,1,0,0,0,0,0,15.0
72,csco,2018-05-16,adverse against antitrust breach breaches break catastrophic caution cautioned closed closing concern conciliation conciliations critical cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose losing loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sever sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit confident effective enable gain gains good great improve improved innovation invent inventor leadership opportunity profitable progress satisfy strength strong stronger success successful successfully win,34.0,22.0,11.0,1.0,4.235,0,0,0,1,1,0,1,0,0,22.0
73,csco,2018-06-07,break closed cut disclose disclosed fined ill lie lose lying miss terminate,revise revised,able satisfy win,34.0,22.0,11.0,1.0,4.235,0,0,0,0,0,0,0,0,0,60.0
74,csco,2018-08-06,against break caution cautioned claims cut fined ill infringe infringement lie litigation lying misappropriation miss taint termination,differ may predict prediction predictions revise revised risk risks uncertain uncertainties,able gain gains resolve satisfy solving win,32.0,20.0,11.0,1.0,4.188,1,1,1,1,1,1,0,0,0,9.0
75,csco,2018-08-15,adverse antitrust breach breaches break catastrophic caution cautioned closed closing concern conciliation conciliations cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose losing loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sever sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions recalculate revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective enable excellent gain gains good great highest innovation innovations invent inventor leadership opportunity profitable progress satisfy strength strong success successful successfully win,32.0,20.0,11.0,1.0,4.188,0,1,1,1,1,1,1,0,0,28.0
76,csco,2018-09-12,against allege alleged bad breach break cancel cancelled cease ceased claims closure coerce coerced complain complaint conciliation conflict controversy criminal criminally cut damage damages decline deter disclose disparage disparaging doubt easing erred fail failure fined force forcing forego ill improper improperly ineligible invalid investigating investigation lapse lapsed late lie limitation lose lying miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected resign retaliation revocation revoke revoked sever sue sues suspect suspected terminate termination unemployment unpaid untimely violate violation wrong wrongful,believe depend dependent doubt may might possibly revise revised unknown unsettled,able benefit best confident effective empower empowered encouraging gain gains good reward rewards satisfy success win,32.0,20.0,11.0,1.0,4.188,0,1,1,0,0,0,0,0,0,36.0
77,csco,2018-10-18,break cut fined ill lie lying miss,revise revised,able effective satisfy win,33.0,20.0,11.0,2.0,4.091,0,0,0,0,1,0,1,0,0,27.0
78,csco,2018-11-14,adverse antitrust breach breaches break catastrophic caution cautioned closed concern conciliation conciliations cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions recalculate revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective enable gain gains good great greater innovate innovation invent inventor leadership opportunities opportunity progress satisfy strong success successful successfully win,33.0,20.0,11.0,2.0,4.091,0,1,1,1,1,1,1,0,0,29.0
79,csco,2018-12-13,absence adverse adversely alleging breach break broken cancel cease ceased ceases claims closing complain complaint conflict conflicts contrary controversies cut damage damages deceased default delay delays deter discontinue dispose dispute disqualify disqualifying doubt erred fault fined force forego ill impair impairment incident inconsistent late lie limitation limitations liquidate liquidated liquidation losing lying misrepresent misrepresentation miss mistake mistakes poses prevents quit restate restatement sever severe severed sue sued suspend terminate terminated terminates termination unable,could depend dependent doubt fluctuation fluctuations may revise revised,able desirable effective gain gains opportunity resolve satisfy success win,33.0,22.0,9.0,2.0,4.212,1,0,0,1,1,1,1,1,0,84.0
