,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0
46,csco,2016-05-18,adverse antitrust breach breaches break catastrophic caution cautioned challenging concern conciliation cut defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fined fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit best collaboration despite effective enable gain gains good great greater improve improvement improvements invent inventor leadership opportunity pleased profitable progress satisfy strong success successful successfully win,24.20110321044922,24.26467323303223,25.03656768798828,25.372568130493164,26.262514114379893,26.42597579956055,26.39872932434082,40.0,23.0,16.0,1.0,4.1,29.92,0.26,3.45,3.18,4.15,0.62,4.04,0.52,-11.68,-11.77
47,csco,2016-06-07,absence adverse adversely against breach break broken cancel canceled cancellation cancelled cease ceases closed closing closure concern conflict contested contrary convict conviction correcting crime cut damage damages default defect defend defer delay delayed deter disclose dishonest dishonesty dismiss dismissal dispute dissolution divest divestiture divestitures divorce easing erred fail fails failure fault felony fined force forego forfeit forfeited forfeiture fraud harm hostile ill illegal impair impairment impractical inability inconsistency inconsistent intentional interfere interrupt interruption invalid investigation involuntarily lapse lapsed late lie limitation limitations liquidate liquidation litigating litigation lose losing loss lying misconduct miss omission plea pleas pled poses preclude prosecution question quit refusal refuse refusing resign resignation restate restated restatement revoke sever sue sued suspend suspended suspends suspension taint terminate terminated terminates terminating termination terminations unable unauthorized unfunded violation voided writeoff writeoffs,ambiguous anticipate anticipated assume assumed assumption conditional depend dependent depends differ fluctuation indeterminable may pending possible predict predicted revise tending unknown unsettled vary,able accomplish achieve achievement attain attained attains beneficial benefit best conclusive confident desirable effective enable enables exclusive exclusively favorable gain gains good great greater highest honor honored invent inventor leadership opportunity satisfaction satisfactory satisfied satisfy success valuable win,26.42597579956055,26.39872932434082,26.462299346923828,26.36240577697754,26.21711158752441,25.20002555847168,24.80045890808105,40.0,23.0,16.0,1.0,4.1,30.99,-0.1,0.14,0.24,-4.41,-3.88,-5.92,-5.4,-18.68,-19.97
48,csco,2016-06-27,break closed cut disclose disclosed ill late lie lose miss terminate,may,able satisfy win,25.20002555847168,24.80045890808105,25.236351013183594,26.05364799499512,26.31848907470703,27.967975616455078,27.97714424133301,40.0,22.0,17.0,1.0,4.05,30.96,-1.59,0.14,1.76,7.35,6.27,7.38,6.3,-9.66,-9.63
49,csco,2016-07-29,absence against allege alleged alleges bad breach break cease ceases claiming claims closed closure concern contested contrary convict convicted criminal cut damage damages defect defend defending deliberate destroy destroyed deter disclose disclosed disregard disregarded disrupt disrupted doubt erred fail failed failing fails failure felony fined fines force forego harm ill illegal immoral improper inability incident incidents ineligible interfere lack late lie limitation limitations lose losing loss lost misappropriation mislead misleading miss misstate misstatement omission omit omits opposition plea pleas poses posing preclude preventing protest protesting question questions recall refusal resign resignation resigned restate restated revoke revoked stolen sue sued termination terminations threat threaten threatened unable unduly unsound unwilling violate violating violation wrong wrongful,appear appearing appears assume could depend dependence dependent differ doubt indefinite may pending risk variation variations,able beneficial beneficially benefit confident desired effective enhance exclusive exclusively gain gains good great greater highest integrity leading opportunities opportunity pleasure resolve satisfactory satisfied satisfies satisfy solves succeed succeeding success win,27.967975616455078,27.97714424133301,28.16041755676269,28.151254653930664,28.35285949707031,28.51780891418457,28.151254653930664,38.0,22.0,15.0,1.0,4.105,31.24,0.03,0.69,0.66,1.3,0.58,0.0,-0.71,-8.71,-9.89
50,csco,2016-08-17,adverse antitrust breach breaches break catastrophic caution cautioned challenging closed concern conciliation conciliations cut defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fines force forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sever slow slowing sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise risk risks uncertain uncertainties variability variation variations vary volatility,able achieve benefit collaboration effective enable enabled enabling enhance gain gains good great greater improve improvement improvements innovation invent inventor leadership opportunity pleased profitable satisfy strength strong success successful successfully win,28.51780891418457,28.151254653930664,27.931324005126953,28.06877899169922,28.72857666015625,28.811050415039066,28.46282196044922,37.0,21.0,15.0,1.0,4.081,32.15,-1.29,-2.06,-0.78,2.64,0.29,1.4,-0.93,-10.39,-11.47
51,csco,2016-09-13,break cease ceased cut ill late lie loss losses miss quit,approximation believe believes,able gain satisfy win,28.811050415039066,28.46282196044922,28.4078426361084,28.261219024658203,29.01265525817871,28.4078426361084,28.69192123413086,37.0,21.0,15.0,1.0,4.081,33.15,-1.21,-1.4,-0.19,0.52,-2.08,1.52,-1.11,-14.31,-13.45
52,csco,2016-09-15,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win,28.4078426361084,28.69192123413086,28.261219024658203,28.49947929382324,28.471986770629893,28.69192123413086,28.261219024658203,37.0,21.0,15.0,1.0,4.081,33.22,1.0,-0.52,-1.5,0.68,0.77,-0.84,-0.74,-13.63,-14.93
53,csco,2016-09-16,break closed cut disclose disclosed ill late lie lose miss terminate,may,able satisfy win,28.69192123413086,28.261219024658203,28.42616844177246,28.73773765563965,28.84770584106445,28.42616844177246,28.49947929382324,37.0,21.0,15.0,1.0,4.081,33.27,-1.5,-0.93,0.58,-1.08,-1.46,-0.83,-1.21,-14.56,-14.34
54,csco,2016-09-20,adverse adversely arrears bankrupt bankruptcy break cease closed concern contrary cut default defaults defect deter disclose disclosed erred error fault faults fined force forego fraud fraudulent ill inconsistency inconsistent insolvency intentional investigation lack late lie limitation limitations lose losing miss moratorium poses postpone postponed quit solvency sue sued sues terminate termination unavailability undisclosed unpaid usury,ambiguity appear appears approximate approximately assume assumed assuming depend dependent indeterminate may possible,able beneficial conclusive effective enable good great greater highest leading satisfy succeed succeeding success win,28.42616844177246,28.49947929382324,28.73773765563965,28.719411849975586,28.76523017883301,28.49947929382324,28.73773765563965,37.0,21.0,15.0,1.0,4.081,33.27,0.26,1.1,0.84,-0.77,-0.92,0.06,-0.1,-14.34,-13.62
55,csco,2016-09-21,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,28.49947929382324,28.73773765563965,29.01265525817871,28.471986770629893,29.0676383972168,27.884973526000977,27.921932220458984,37.0,21.0,15.0,1.0,4.081,33.27,0.84,1.8,0.96,-2.06,-4.07,-1.93,-3.94,-16.19,-16.07
56,csco,2016-10-17,against break cut defer deter fines forego harm ill lie limitation limitations miss quit threat threaten threatened,may pending,able gain gains satisfy win,27.884973526000977,27.921932220458984,28.125202178955078,27.866493225097656,28.226837158203125,28.07900238037109,28.01432609558105,37.0,21.0,15.0,1.0,4.081,33.19,0.13,0.86,0.73,0.76,-0.52,0.53,-0.75,-15.4,-15.59
57,csco,2016-11-03,against allege alleged bad breach break cancel cancelled cease ceased claims closure coerce coerced complain complaint conciliation conflict controversy criminal criminally cut damage damages decline deter disclose disparage disparaging easing erred fail failure fined force forcing forego forfeit forfeited forfeiture ill improper improperly invalid investigating investigation involuntarily lapse lapsed late lie limitation lose miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected resign restructuring retaliation revocation revoke revoked sever sue sues suspect suspected terminate terminated terminates termination unemployment untimely violate violation wrong wrongful,assuming believe depend dependent may might possibly unknown,able benefit best confident effective empower empowered encouraging exclusive gain gained gains good reward rewards satisfy success win,28.07900238037109,28.01432609558105,27.89421272277832,28.64261817932129,28.98448371887207,29.289384841918945,29.16927146911621,37.0,21.0,15.0,1.0,4.081,33.26,-0.23,-0.66,-0.43,2.26,1.05,1.84,0.64,-11.94,-12.3
58,csco,2016-11-16,adverse antitrust breach breaches break catastrophic caution cautioned challenging concern conciliation conciliations cut decline defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete poses problem problems question quit restructuring restructurings seize sever sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit despite effective enhance gain gains good improve improvement improvements innovation invent inventor leadership leading opportunity profitable satisfy strong success successful successfully win,29.289384841918945,29.16927146911621,27.76485824584961,27.76485824584961,27.80181884765625,27.875732421875,28.26379585266113,37.0,21.0,15.0,1.0,4.081,33.19,-0.41,-5.21,-4.81,0.4,0.27,1.8,1.66,-16.01,-14.84
59,csco,2016-12-13,break closing cut disclosing lie losing miss,depend dependent reassess,able gain gains satisfy win,27.875732421875,28.26379585266113,28.14368057250977,28.26379585266113,28.14368057250977,31.926515579223643,31.77741241455078,37.0,21.0,15.0,1.0,4.081,33.08,1.39,0.96,-0.42,12.96,13.44,12.43,12.91,-3.49,-3.94
60,csco,2017-03-13,against break cut defer deter fines forego harm ill lie limitation limitations miss quit threat threaten threatened,may pending,able gain gains satisfy win,31.926515579223643,31.77741241455078,31.79604530334473,31.898555755615234,31.77741241455078,31.702863693237305,31.441932678222656,37.0,21.0,15.0,1.0,4.081,35.54,-0.47,-0.41,0.06,-0.61,-0.23,-1.43,-1.06,-10.8,-11.53
61,csco,2017-03-29,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,31.702863693237305,31.441932678222656,31.441932678222656,31.29283332824707,30.98263168334961,31.441932678222656,31.49784851074219,37.0,21.0,15.0,1.0,4.081,35.55,-0.82,-0.82,0.0,0.48,1.48,0.66,1.66,-11.56,-11.4
62,csco,2017-03-31,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach breached break bridge cancel cancellation caution cautionary cease claiming claims closed closing closure concern conciliation conflict contested contrary corrupt corruption counterclaim cut damage damages decline declined default defer delay delayed delinquent deter detract disadvantage disadvantageous disapprove disavow disclose disclosed discontinue discontinued dishonor dismiss dismissed disproportion disproportionate disproportionately dispute disregard disregarded dissolution doubt easing encumber encumbrance encumbrances erred erring error exculpatory expose fail failed failing fails failure fault faults fined fines force forced forego forfeit forfeiture fraud fraudulent harm hazard hazardous ill illegal illegality impair impaired impairment inability inaccurate incapable incident incomplete incorrect indefeasibly injunction injunctions insolvency intentional interfere invalid invalidate invalidated invalidity investigation involuntary lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator litigation lose losing loss losses lying malpractice misconduct mislead misleading miss missed moratorium negative negligence objection obsolete omission omit omitted onerous oppose opposed overage overdue penalties penalty plea plead pleading pleadings pled poses posing postpone preclude prejudice protest punitive purport purported purportedly purporting quit reject reparation repudiate resign resignation restate restated restructuring revoke revokes sever solvency subpoena sue sued suffer suffered suing suspend suspended suspension terminate terminated termination terminations threat threaten threatened unable unemployment unintended unlawful unpaid unreasonably unreimbursed unsatisfied usurious violate violation,anticipate anticipated appear appearing approximate approximately assume assumed assumes assumption assumptions believe believed conditional contingent could depend dependent depending differ doubt exposure fluctuating intangible may pending possible precaution precautionary presume presumed risk risks speculative tending unknown variable variance variation varied vary,able achieve achieved adequately advances advantage advantageous assuring beneficial benefit best conclusive conclusively confident desirable desired diligent diligently effective empower empowered enable enhance enhanced exclusive exclusively favorable gain gains good great greater highest honor leading opportunity perfect perfected satisfaction satisfactory satisfied satisfy succeed succeeding success win,31.441932678222656,31.49784851074219,31.29283332824707,31.02022933959961,30.94502830505371,32.24224090576172,31.79103279113769,37.0,21.0,15.0,1.0,4.081,35.55,0.18,-0.47,-0.65,3.94,4.19,2.48,2.73,-9.3,-10.57
63,csco,2017-05-17,adverse antitrust breach breaches break catastrophic caution cautioned concern conciliation conciliations critical cut decline defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective enable gain gains good improve improvement improvements invent inventor leadership opportunity pleased profitability progress satisfy success successful successfully unparalleled win,32.24224090576172,31.79103279113769,29.49742126464844,29.69482231140137,29.61022186279297,29.704219818115234,29.6854190826416,37.0,21.0,16.0,0.0,4.135,36.31,-1.4,-8.51,-7.21,0.03,0.32,-0.03,0.25,-18.19,-18.24
64,csco,2017-06-15,break closed cut disclose disclosed fined ill lie lose lying miss terminate,revise revised,able satisfy win,29.704219818115234,29.6854190826416,29.73241806030273,29.939224243164066,30.30582618713379,30.44664764404297,30.6838436126709,37.0,21.0,16.0,0.0,4.135,35.64,-0.06,0.09,0.16,1.69,0.46,2.49,1.25,-14.57,-13.91
65,csco,2017-08-16,adverse antitrust breach breaches break catastrophic caution cautioned closed concern conciliation conciliations critical cut decline defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective gain gains good improve improvement improvements innovation innovative invent inventor leadership opportunity profitability progress satisfy strong success successful successfully tremendous win,30.44664764404297,30.6838436126709,29.450422286987305,29.10885429382324,29.829936981201172,30.778718948364247,30.85462760925293,32.0,20.0,12.0,0.0,4.25,35.9,0.78,-3.27,-4.02,5.74,3.18,6.0,3.44,-14.27,-14.05
66,csco,2017-09-18,break challenge cut disrupt disrupted fear fined ill lie lying miss,could revise revised,able effective honor leadership satisfy success successful transparency tremendous win,30.778718948364247,30.85462760925293,30.8261661529541,31.02540779113769,31.76546669006348,32.77683639526367,32.87253952026367,30.0,18.0,12.0,0.0,4.2,35.82,0.25,0.15,-0.09,5.65,3.18,5.95,3.49,-8.5,-8.23
67,csco,2017-10-23,adverse adversely break closing concern cut fined force ill late lie lose losing lying miss seize sue sued taint termination,approximate approximately assuming believe could differ may preliminary revise revised risk risks uncertain uncertainty,able achieve benefit best breakthrough collaborate collaboration empower empowers enhance enhances excited innovation innovator leading opportunities opportunity satisfied satisfy success successful successfully win,32.77683639526367,32.87253952026367,33.092647552490234,32.795970916748054,33.13092041015625,32.575870513916016,32.642860412597656,28.0,18.0,10.0,0.0,4.2860000000000005,35.85,0.29,0.96,0.67,-0.67,-1.68,-0.47,-1.47,-9.13,-8.95
68,csco,2017-11-15,adverse adversely antitrust breach breaches break catastrophic caution cautioned closed concern conciliation conciliations critical cut default defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fault fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit better effective enable enables enhance gain gains good improve improvement improvements innovation invent inventor leadership opportunity positive profitability profitable progress satisfy strong success successful successfully win,32.575870513916016,32.642860412597656,34.33673095703125,34.93006134033203,34.920494079589844,36.3272590637207,36.27941131591797,30.0,19.0,11.0,0.0,4.267,36.95,0.21,5.41,5.19,4.0,4.03,3.86,3.89,-1.69,-1.81
69,csco,2017-12-12,absence adverse adversely against breach break broken cancel canceled cancellation cancelled cease ceased ceases claims closed closing closure concern conflict conflicts contested contrary convict conviction correcting crime cut damage damages deceased default defect defend defer delay delayed deter disclose dishonest dishonesty dismiss dismissal dispute dissolution divest divestiture divestitures divorce doubt easing erred fail fails failure fault felony fined force forego forfeit forfeited forfeiture fraud harm ill illegal impair impairment impractical inability inconsistency inconsistent intentional interfere interrupt interruption invalid investigation involuntarily lapse lapsed late lie limitation limitations liquidate liquidation litigating litigation lose losing loss lying misconduct miss omission plea pleas pled poses preclude prosecution question quit refusal refuse refusing resign resignation restate restated restatement revocation revoke revoked sever strain sue sued suspend suspended suspends suspension taint terminate terminated terminates terminating termination terminations unable unauthorized unfunded violation voided writeoff writeoffs,ambiguous anticipate anticipated assume assumed assumption depend dependent depends differ doubt fluctuation indeterminable may pending possible predict predicted revise revised tending unknown unsettled vary,able accomplish achieve achievement attain attained attains beneficial benefit conclusive confident desirable effective enable enables exclusive exclusively gain gains good great greater honor honored invent inventor leadership opportunity reward satisfaction satisfactory satisfied satisfy success valuable win,36.3272590637207,36.27941131591797,36.509090423583984,36.54736709594727,36.87274932861328,41.236724853515625,42.12112808227539,30.0,19.0,11.0,0.0,4.267,39.17,-0.13,0.5,0.63,12.83,11.84,15.25,14.23,5.28,7.53
70,csco,2018-04-12,against break cut defer fined fines forego harm ill lie limitation limitations lying miss quit threat threaten threatened,may pending revise revised,able gain gains satisfy win,41.236724853515625,42.12112808227539,41.79069519042969,43.335975646972656,43.00553512573242,43.04441452026367,43.56922912597656,30.0,20.0,9.0,1.0,4.267,48.3,2.14,1.34,-0.78,-0.67,0.09,0.54,1.31,-10.88,-9.79
71,csco,2018-05-01,break cut fined lie lying miss resign,revise revised,able effective satisfy win,43.04441452026367,43.56922912597656,42.626502990722656,44.0260124206543,44.99788284301758,44.20094680786133,43.88994598388672,31.0,21.0,9.0,1.0,4.29,48.48,1.22,-0.97,-2.16,0.4,-1.77,-0.31,-2.46,-8.83,-9.47
72,csco,2018-05-16,adverse against antitrust breach breaches break catastrophic caution cautioned closed closing concern conciliation conciliations critical cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose losing loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sever sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit confident effective enable gain gains good great improve improved innovation invent inventor leadership opportunity profitable progress satisfy strength strong stronger success successful successfully win,44.20094680786133,43.88994598388672,42.23775863647461,42.51959609985352,42.04337692260742,43.01525497436523,42.42241668701172,34.0,22.0,11.0,1.0,4.235,48.93,-0.7,-4.44,-3.76,1.17,2.31,-0.23,0.9,-12.09,-13.3
73,csco,2018-06-07,break closed cut disclose disclosed fined ill lie lose lying miss terminate,revise revised,able satisfy win,43.01525497436523,42.42241668701172,42.2571907043457,42.70425796508789,42.96665954589844,41.94990921020508,42.41024398803711,34.0,22.0,11.0,1.0,4.235,49.07,-1.38,-1.76,-0.39,-1.77,-2.37,-0.69,-1.29,-14.51,-13.57
74,csco,2018-08-06,against break caution cautioned claims cut fined ill infringe infringement lie litigation lying misappropriation miss taint termination,differ may predict prediction predictions revise revised risk risks uncertain uncertainties,able gain gains resolve satisfy solving win,41.94990921020508,42.41024398803711,42.68449783325195,42.8803825378418,42.958740234375,43.095863342285156,42.958740234375,32.0,20.0,11.0,1.0,4.188,48.32,1.1,1.75,0.65,0.5,0.32,0.18,0.0,-10.81,-11.1
75,csco,2018-08-15,adverse antitrust breach breaches break catastrophic caution cautioned closed closing concern conciliation conciliations cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose losing loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sever sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions recalculate revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective enable excellent gain gains good great highest innovation innovations invent inventor leadership opportunity profitable progress satisfy strength strong success successful successfully win,43.095863342285156,42.958740234375,44.23202896118164,45.27024459838867,45.36819458007813,46.06360244750977,45.92647171020508,32.0,20.0,11.0,1.0,4.188,48.8,-0.32,2.64,2.96,1.75,1.53,1.45,1.23,-5.61,-5.89
76,csco,2018-09-12,against allege alleged bad breach break cancel cancelled cease ceased claims closure coerce coerced complain complaint conciliation conflict controversy criminal criminally cut damage damages decline deter disclose disparage disparaging doubt easing erred fail failure fined force forcing forego ill improper improperly ineligible invalid investigating investigation lapse lapsed late lie limitation lose lying miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected resign retaliation revocation revoke revoked sever sue sues suspect suspected terminate termination unemployment unpaid untimely violate violation wrong wrongful,believe depend dependent doubt may might possibly revise revised unknown unsettled,able benefit best confident effective empower empowered encouraging gain gains good reward rewards satisfy success win,46.06360244750977,45.92647171020508,46.269287109375,46.14196014404297,47.56216049194336,45.30021286010742,44.82689666748047,32.0,20.0,11.0,1.0,4.188,50.15,-0.3,0.45,0.75,-1.82,-4.76,-2.85,-5.75,-9.67,-10.61
77,csco,2018-10-18,break cut fined ill lie lying miss,revise revised,able effective satisfy win,45.30021286010742,44.82689666748047,44.70856857299805,44.787452697753906,43.22946166992188,44.49163436889648,43.71263885498047,33.0,20.0,11.0,2.0,4.091,50.38,-1.04,-1.31,-0.26,-0.66,2.92,-2.4,1.12,-11.69,-13.23
78,csco,2018-11-14,adverse antitrust breach breaches break catastrophic caution cautioned closed concern conciliation conciliations cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions recalculate revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective enable gain gains good great greater innovate innovation invent inventor leadership opportunities opportunity progress satisfy strong success successful successfully win,44.49163436889648,43.71263885498047,46.11865234375,45.11286163330078,43.91971206665039,46.75959777832031,46.80890655517578,33.0,20.0,11.0,2.0,4.091,50.22,-1.75,3.66,5.5,3.65,6.47,3.76,6.58,-6.89,-6.79
79,csco,2018-12-13,absence adverse adversely alleging breach break broken cancel cease ceased ceases claims closing complain complaint conflict conflicts contrary controversies cut damage damages deceased default delay delays deter discontinue dispose dispute disqualify disqualifying doubt erred fault fined force forego ill impair impairment incident inconsistent late lie limitation limitations liquidate liquidated liquidation losing lying misrepresent misrepresentation miss mistake mistakes poses prevents quit restate restatement sever severe severed sue sued suspend terminate terminated terminates termination unable,could depend dependent doubt fluctuation fluctuations may revise revised,able desirable effective gain gains opportunity resolve satisfy success win,46.75959777832031,46.80890655517578,45.181884765625,43.44639587402344,39.71903610229492,51.34491348266602,50.9673080444336,33.0,22.0,9.0,2.0,4.212,51.21,0.11,-3.37,-3.48,18.18,29.27,17.31,28.32,0.26,-0.47
80,csco,2019-03-07,break closed cut disclose disclosed fined ill lie lose lying miss terminate,revise revised,able satisfy win,51.34491348266602,50.9673080444336,50.74868774414063,51.82189559936523,53.17333602905274,,,34.0,21.0,11.0,2.0,4.118,53.66,-0.74,-1.16,-0.43,,,,,,
