,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
40,0001193125-11-112032,EBAY,20110427,2011-04-27,8-K,against break closed conciliation conciliations cut delinquency deter difficult divest divestiture divestitures downturn easing erred error fined forego fraud ill impair impairment impairments late lie limitation limitations litigation lose loss losses lying miss missed negative negatively poses quit restate restated restructuring sever sharply taint weak weakness,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able achieve benefit easily effective enable enables enhance gain gains good great greater improve improved innovation leadership positive positively profitably progress satisfy stability strength strong stronger success successful successfully win
41,0001065088-12-000083,EBAY,20120718,2012-07-18,8-K,break closed collapse conciliation conciliations crisis cut delinquency deter difficult dispose divest divested divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed negative negatively opportunistic plea pleas poses quit restructuring sever staggering taint,anticipate approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted risk risks tending uncertain uncertainties vary varying,able benefit best better easily effective enable enables enabling enhance gain gains good great improve improved innovation opportunity pleased profitably satisfy stability strong strongest success successful successfully surpass surpassed win
42,0001181431-12-001620,EBAY,20120106,2012-01-06,8-K,break cut ill lie miss resign resigning,,able effective satisfy success win
43,0001065088-14-000117,EBAY,20140716,2014-07-16,8-K,bad break challenging closed closing closure collapse conciliation conciliations crisis cut cyberattack delinquency deter difficult disclosing disrupt disruption divest divestiture divestitures downturn easing erred fined forego fraud hamper hampered ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss missed poses quit restructuring sever taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate revise revised risk risks uncertain uncertainties vary varying,able benefit easily easy effective enable enabled enables enhance exclusive gain gained gains good improve improved improving profitably satisfy stability strong success successful successfully win
44,0001065088-14-000077,EBAY,20140515,2014-05-15,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit restate restatement,depend dependent hidden,able gain gains satisfy success win
45,0001065088-18-000030,EBAY,20180718,2018-07-18,8-K,break closed closing closure collapse conciliation conciliations crisis cut defer deter difficult disclosing discontinue discontinued divest divestiture divestitures downturn easing erred fined forego ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss poses quit restructuring sever sue sued taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible may predict predicted recalculate revise revised risk risks uncertain uncertainties vary varying,able achieve achieved benefit best easier effective empower empowering enable enabled enhance gain gains good great improve improvement improvements opportunities opportunity satisfy stability strong success successful successfully vibrant win
46,0001193125-11-079090,EBAY,20110328,2011-03-28,8-K,break closed closing closure cut difficult disclose disclosed divest divested divestiture divestitures downturn easing ill late lie litigation lose loses losing miss negative sue sued taint unanticipated,anticipate anticipated approximate approximately assume assumes assuming assumption assumptions believe believes could differ fluctuation fluctuations may possibility possible predict predicted risk risks uncertain uncertainties unknown vary varying,able achieve benefit creative easily enable enables enhance enhances innovation innovative leading profitably satisfy stability strength strengthen strengths superior win
47,0001065088-12-000087,EBAY,20120720,2012-07-20,8-K,break closed closing closure collapse conciliation crisis cut deter difficult disclose disclosed divest divestiture divestitures downturn easing erred fined forego ill lapse late lie limitation limitations litigation lose losing loss losses miss opportunistic opportunistically poses taint,anticipate approximate approximately assume assumed assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible may nearly predict predicted revise revised risk risks uncertain uncertainties vary varying,able easily enable enables enabling enhance gain gains profitably satisfy stability strong success successful successfully win
48,0001193125-17-196062,EBAY,20170606,2017-06-06,8-K,adverse adversely against allegation allegations allege alleged alleges alleging annul arrears bankrupt bankruptcy breach breached breaches break calamity cancel cancellation cancelled cease ceased ceases challenging claims closed closing closure concern concerns conflict conflicted conflicts contested contrary corrupt corruptly crisis culpability cut damage damages decline default defaulted defaulting defaults defect defend defending deter disclose disclosed dispose dispute disputes disqualification disrupt disruption dissolution doubt downgrade downgrading downturn easing encumbrance encumbrances erred error fail failed fails failure fault faulted faults fined fines force forced forego forfeit forfeiture forfeitures fraud fraudulent guilty harm hazard hazardous idle ill impracticable impractical inability inadvisable incident incidents inconsistency inconsistent ineligible infringe infringement infringes injuries insolvency insufficient intentional interfere interference invalid invalidity investigate investigating investigation lapse lapsed late laundering lie limitation limitations liquidation litigation lose losing loss losses lying manipulation mislead misleading misrepresent misrepresentation miss moratorium noncompliance objecting objection omission omissions omit omitted overdue penalties penalty plaintiff plea plead pleaded pled poses postpone prejudice prejudiced preventing purport quit refusal refuse refused reparation restate restated revocation sever solvency sue sued sues suing suspend suspended suspending suspension taint terminate terminated termination threat threaten threatened threatening unavailability unavailable unaware unfavorable unfunded unlawful unpaid unsold violate violates violation violations weak weakness,alteration ambiguity appear appearing appears approximate approximately assume assumed assumes assuming assumption assumptions conditional contingency could depend dependent differ doubt exposure fluctuation fluctuations may might pending possible predict predicted preliminary revise revised risk risks sometime sometimes uncertain uncertainties variation vary varying,able achieve achieved adequately assure beneficial beneficially benefit best conclusive effective enable enabling exclusive favorable gain gains good great greater highest invent invention inventions leading opportunity satisfaction satisfactory satisfied satisfies satisfy stability stabilization succeed succeeding success successful successfully win
49,0001065088-14-000058,EBAY,20140429,2014-04-29,8-K,bad break closed closing closure collapse conciliation conciliations crisis cut delinquency deter difficult disclosing disrupt disruption divest divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss missed poses quit restructuring sever taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate revise revised risk risks uncertain uncertainties vary varying,able benefit easily effective enable enabled enables enhance enhancing exclusive gain gained gains good great greater improve improved improving profitably satisfy stability strong success successful successfully win
50,0000898822-14-000400,EBAY,20141003,2014-10-03,8-K,challenge challenges claims closing closure crisis cut decline deter disclosing disrupt disruption distract distracting divest divestiture divestitures downturn easing fined forego forfeit forfeited ill lack late lie litigation losing lost lying miss purport question questions quit resign resignation revocation sue sued taint terminate terminates termination unpaid,almost approximate approximately assume assumes assumption assumptions believe could depend dependent differ fluctuation fluctuations may nearly possible predict predicted risk risks uncertain uncertainties vary varying,able achieve achieved advantage advantageous benefit benefited best better confident easily effective enable enabled enables enabling enhancing enjoy exceptional fantastic favorite gain gains good great greater ideal impress impressive improve incredible incredibly innovate innovating innovation innovative innovator leadership leading opportunities opportunity profitably satisfy stability strong stronger success successful successfully win
51,0001065088-15-000236,EBAY,20150930,2015-09-30,8-K,break collapse cut ill lapse lie miss plea pleas quit,depend dependent hidden,able effective empower empowering enable enabled exciting great leadership leading opportunity pleased satisfy strong stronger success valuable vibrant win
52,0001193125-11-163418,EBAY,20110613,2011-06-13,8-K,break burden claims closing closure closures complain complained cut defend defendant defendants denied deny difficult dismiss dismissal dismissed distract distraction divest divestiture divestitures downturn easing erred fined ill late lie litigation lose losing miss missed plaintiff plea pleas poses prejudice quit taint wrong wrongdoing,assume assumes assumption assumptions believe believes could differ fluctuation fluctuations may pending possibility predict predicted risk risks uncertain uncertainties uncertainty vary varying,able achieve beneficial benefit creative easily effective enable enables innovative leading profitably satisfy stability success win
53,0001193125-18-163274,EBAY,20180515,2018-05-15,8-K,break cut deter fined forego late lie lying miss poses violation,may revise revised,able effective good satisfy win
54,0001065088-15-000182,EBAY,20150716,2015-07-16,8-K,against bad break closed closing closure collapse conciliation conciliations crisis cut decline declined deter difficult disclosing discontinue discontinued divest divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss negative opportunistic plea pleas pled poses quit restructuring sever taint weak weaker,anticipate appear appearing approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly pending predict predicted recalculate risk risks uncertain uncertainties vary varying,able achieve achieved benefit best better easily effective enable enabled enables encouraged enhance exceptional gain gains good great incredibly leadership pleased popular popularity profitably progress satisfy stability strength strong success successful successfully vibrant win
55,0001193125-12-311398,EBAY,20120724,2012-07-24,8-K,adverse adversely against allegation allegations allege alleged alleges alleging annul arrears bankrupt bankruptcy breach breaches break calamity cease ceased ceases challenging claims closed closing closure concern concerns conflict conflicted conflicts contested contrary corrupt corruptly crisis culpability cut damage damages default defaulted defaulting defaults defect defend defending deter disclose disclosed dispose dispute disputes disqualification disrupt disruption divest divestiture divestitures doubt downgrading downturn easing encumbrance encumbrances erred fail failed failure fault faulted faults fined fines force forced forego fraud fraudulent guilty harm hazard hazardous idle ill impracticable impractical inability inadvisable incident incidents inconsistency ineligible infringe infringement infringes injuries insolvency insufficient interfere interference invalid invalidity investigate investigating investigation lapse late laundering lie limitation limitations litigation lose losing loss losses lying manipulation mislead misleading misrepresent misrepresentation miss moratorium noncompliance objecting objection omission omissions omit omitted overdue penalties penalty plaintiff plea plead pleaded pled poses postpone prejudice prejudiced preventing purport quit refusal refuse refused reparation revocation sever solvency sue sued sues suing suspend suspended suspending suspension taint terminate terminated termination threat threaten threatened threatening unavailable unaware unfavorable unfunded unlawful unpaid unsold violate violates violation violations weak weakness,ambiguity appear appearing assume assumed assumes assuming assumption assumptions conditional could depend dependent differ doubt fluctuation fluctuations may might nonassessable pending possible predict predicted preliminary risk risks sometime sometimes uncertain uncertainties vary varying,able adequately assure benefit best effective enable enabling exclusive favorable gain gains good great greater highest invent invention inventions leading opportunity profitably satisfaction satisfactory satisfied satisfies satisfy stability stabilization succeed succeeding success successful successfully win
56,0001065088-13-000002,EBAY,20130116,2013-01-16,8-K,break closed collapse conciliation conciliations crisis cut delinquency deter difficult dispose divest divested divestiture divestitures downturn easing erred fined force forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed pled poses quit restructuring sever taint,almost approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate risk risks uncertain uncertainties vary varying,able benefit easily effective enable enabled enables enabling enhance enhancement enhancements excellent gain gains good great innovation invent inventor leadership profitably progress satisfy stability strength strengthen strong success successful successfully win
57,0001193125-11-168404,EBAY,20110620,2011-06-20,8-K,break claims closed cut difficult disclose disclosed divest divestiture divestitures downturn easing forfeit forfeiture ill late lie litigation lose miss quit sue sued taint,approximate approximately assume assumes assumption assumptions could differ fluctuation fluctuations may pending possibility predict predicted risk risks uncertain uncertainties vary varying,able achieve creative easily effective enable enables innovative leading profitably satisfy stability win
58,0001065088-18-000013,EBAY,20180405,2018-04-05,8-K,break collapse cut disagree disagreement fined ill lapse lie lying miss,hidden revise revised,able satisfy win
59,0001065088-14-000097,EBAY,20140522,2014-05-22,8-K,break collapse concern cut cyberattack force fraud fraudulent ill inconvenience investigating lapse late lie lying miss serious seriously sue sued unauthorized,hidden may nearly,able best confident easily enable enabled enables encouraging enhance leading satisfy win
60,0001181431-11-050696,EBAY,20110929,2011-09-29,8-K,break cut ill lie miss,depend dependent nearly,able delight delighted easily effective enable enables enabling great innovative leadership satisfy strong tremendous win
61,0001193125-16-498543,EBAY,20160309,2016-03-09,8-K,adverse adversely against allegation allegations allege alleged alleges alleging annul arrears bankrupt bankruptcy breach breached breaches break calamity cease ceased ceases challenging claims closed closing closure concern concerns conflict conflicted conflicts contested contrary corrupt corruptly crisis culpability cut damage damages default defaulted defaulting defaults defect defend defending deter disclose disclosed dispose dispute disputes disqualification disrupt disruption dissolution divest divestiture divestitures doubt downgrade downgrading downturn easing encumbrance encumbrances erred fail failed fails failure fault faulted faults fined fines force forced forego forfeit forfeiture forfeitures fraud fraudulent guilty harm hazard hazardous idle ill impracticable impractical inability inadvisable incident incidents inconsistency inconsistent ineligible infringe infringement infringes injuries insolvency insufficient intentional interfere interference invalid invalidity investigate investigating investigation lapse late laundering lie limitation limitations liquidation litigation lose losing loss losses lying manipulation mislead misleading misrepresent misrepresentation miss moratorium noncompliance objecting objection omission omissions omit omitted overdue penalties penalty plaintiff plea plead pleaded pled poses postpone prejudice prejudiced preventing purport quit refusal refuse refused reparation restate restated revocation sever solvency sue sued sues suing suspend suspended suspending suspension taint terminate terminated termination threat threaten threatened threatening unavailability unavailable unaware unfavorable unfunded unlawful unpaid unsold violate violates violation violations weak weakness,ambiguity appear appearing assume assumed assumes assuming assumption assumptions conditional contingency could depend dependent differ doubt exposure fluctuation fluctuations may might pending possible predict predicted preliminary risk risks sometime sometimes uncertain uncertainties vary varying,able achieve achieved adequately assure beneficial beneficially benefit best effective enable enabling exclusive favorable gain gains good great greater highest invent invention inventions leading opportunity satisfaction satisfactory satisfied satisfies satisfy stability stabilization succeed succeeding success successful successfully win
62,0001065088-18-000004,EBAY,20180131,2018-01-31,8-K,break closed closing closure collapse conciliation conciliations crisis cut defer deter difficult disclosing discontinue discontinued divest divestiture divestitures downturn easing erred fined forego ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss opportunistic poses quit restate restated restructuring sever sue sued taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible may predict predicted recalculate recalculated revise revised risk risks uncertain uncertainties vary varying,able achieve achieved benefit better effective empower empowering enable enabled enhance gain gains good great opportunity progress satisfy stability strength strong success successful successfully vibrant win
63,0001193125-15-215424,EBAY,20150608,2015-06-08,8-K,break bridge challenge challenges closure conciliation crime crisis cut divest divestiture divestitures downturn easing erred fined ill late lie limitation litigation miss overage poses quit taint undue,anticipate appear appearing assume assumption assumptions believe could depend dependent differ fluctuation fluctuations may might perhaps predict predicted revise risk risks uncertain uncertainties vary varying,able better great greater improve invent inventor leading opportunities profitability profitably satisfy stability stable strong success successful successfully vibrant win
64,0001193125-16-485262,EBAY,20160229,2016-02-29,8-K,adverse adversely against allegation allegations allege alleged alleges alleging annul arrears bankrupt bankruptcy breach breached breaches break calamity cease ceased ceases challenging claims closed closing closure concern concerns conflict conflicted conflicts contested contrary corrupt corruptly crisis culpability cut damage damages default defaulted defaulting defaults defect defend defending deter disclose disclosed dispose dispute disputes disqualification disrupt disruption dissolution divest divestiture divestitures doubt downgrade downgrading downturn easing encumbrance encumbrances erred fail failed fails failure fault faulted faults fined fines force forced forego forfeit forfeiture forfeitures fraud fraudulent guilty harm hazard hazardous idle ill impracticable impractical inability inadvisable incident incidents inconsistency ineligible infringe infringement infringes injuries insolvency insufficient intentional interfere interference invalid invalidity investigate investigating investigation lapse late laundering lie limitation limitations liquidation litigation lose losing loss losses lying manipulation mislead misleading misrepresent misrepresentation miss moratorium noncompliance objecting objection omission omissions omit omitted overdue penalties penalty plaintiff plea plead pleaded pled poses postpone prejudice prejudiced preventing purport quit refusal refuse refused reparation restate restated revocation sever solvency sue sued suing suspend suspended suspending suspension taint terminate terminated termination threat threaten threatened threatening unavailability unavailable unaware unfavorable unfunded unlawful unpaid unsold violate violates violation violations weak weakness,ambiguity anticipate anticipated appear appearing assume assumed assumes assumption assumptions conditional contingency could depend dependent differ doubt exposure fluctuation fluctuations may might pending possible predict predicted preliminary risk risks sometime sometimes uncertain uncertainties vary varying,able achieve achieved adequately assure beneficial beneficially benefit best effective enable enabling favorable gain gains good invent invention inventions leading opportunity satisfaction satisfactory satisfied satisfies satisfy stability stabilization succeed succeeding success successful successfully win
65,0000898822-14-000234,EBAY,20140422,2014-04-22,8-K,absence against concern confusion contested cut deter ill lack late lie miss plea pleas question questions quit resign resignation restate restatement revoke revoking termination,confusion could depend dependent may revise revised,able beneficial gain gains good highest satisfy win
66,0001181431-14-002539,EBAY,20140115,2014-01-15,8-K,break cut ill lie miss resign resignation resigned,nearly,able easily effective enable enabled enables satisfy success win
67,0001065088-14-000122,EBAY,20140718,2014-07-18,8-K,adverse adversely against allege alleged alleging arrears assertions bad bankrupt bankruptcies bankruptcy breach breaches break breakdown cancel canceled cancellation cancellations cancelled caution cautioned claims closed closing closings closure closures collapse complain complaint concern conciliation correcting costly counterfeit critical cut damage damages decline declines default defaults defend defendant defendants defending defer deficiency deficit delinquency depleting depletion deprecation deter deteriorate deviation difficult difficulties disclose disclosed discloses discontinue discontinued dispose disproportion disproportionate dispute disputes diversion divest divested divestiture divestitures doubt doubtful easing erred expose exposed fail failing failure false fault faults fined fines force forced forcing foreclosure foreclosures forfeit forfeited forfeiture forfeitures fraud harm ill illegal illegality impair impaired impairment impairments impractical improper inadequate ineffective infringe infringed infringement infringing injunction injunctions interfere interfered interfering intrusion investigation lack lacking lag lapse late lie limitation limitations litigate litigation lose loses losing loss losses lost lying miss misstate misstatement misstatements misuse negative negatively negligent negligently noncompliance opportunistic oppose opposed overage penalties plaintiff plaintiffs plea pleas pled poses posing prevention question questions quit reparation repossession repossessions restructuring restructurings sacrifice sacrifices sever severity subjecting sue sued sues suffer suffered suing susceptible taint terminate terminated terminating termination terminations threat threaten threatened unable unauthorized uncollectible underpayment undue unemployment unfavorable unfunded unqualified violate violated violating violation violations volatile volatility vulnerable weak weaken weakening weakness,anticipate anticipated apparent appear appearing appears approximate approximately approximates approximating assume assumed assuming assumption assumptions believe believed believes conditional contingencies contingent contingently could depend dependent depending depends deviation differ differing differs doubt doubtful exposure fluctuate fluctuating fluctuation fluctuations hidden indefinite indefinitely intangible intangibles likelihood may might pending possible predict preliminary probability probable revise revised risk risks sometime sometimes speculative uncertain uncertainties uncertainty unclear unobservable unusual variable variables varies vary volatile volatility,able achieve achieved achievement achieving adequately advances assure assured beneficial benefit best better desired effective efficiencies efficiency enable enables enhance favorable gain gained gains good great greater highest impress improve improved improvement improvements improving leading loyal meritorious opportunities positive positively progress resolve reward rewards satisfaction satisfied satisfy satisfying strength strengthen strengthening strong succeed succeeding success successful successfully win
68,0001193125-10-232699,EBAY,20101020,2010-10-20,8-K,break challenge challenges closed conciliation conciliations cut delinquency deter difficult divest divestiture divestitures downturn easing erred fined forego fraud ill impair impairment impairments late lie limitation limitations litigation lose loss losses miss missed negative negatively poses quit restructuring sever taint,almost approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able achieve advances benefit easily effective enable enables enhance gain gained gains good great improve improving innovation leadership opportunities positive positively profitably progress satisfy stability stable strength strengths strong stronger success successful successfully win
69,0001181431-11-038449,EBAY,20110628,2011-06-28,8-K,absence against allege alleged alleging breach breached break cease ceased challenge challenges closed closing closure closures confine confined conflict contested contrary criminal cut defect defective defend defending destroy destroyed destruction deter disclose disclosed disinterested disqualification disqualified disregard disregarded erred fail fails failure fined fines force forced forego fraud harm ill illegal improper inability inadvertent incident intentional invalid invalidate lack late lie limitation limitations lose losing loss lost lying misconduct miss objecting omission penalties plea pleas pled poses posing postpone postponement prejudice question questions quit reject resign resignation resignations restate restated restatement revocation revocations revoke revoked stolen sue sued suffer suffered termination terminations threat threaten threatened unable violation volatility,appear appears believe believes could depend dependence dependent differ may might pending possible risk volatility,able advancement beneficial beneficially benefit best desired effective empower exclusive gain gains good great greater loyal opportunity pleasure satisfy succeed succeeding success win
70,0001065088-17-000048,EBAY,20171018,2017-10-18,8-K,break closed closing closure collapse conciliation conciliations crisis cut defer deter difficult disclosing discontinue discontinued divest divestiture divestitures downturn easing erred fined forego ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss poses quit restructuring sever taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible may nearly predict predicted recalculate recalculated revise revised risk risks uncertain uncertainties vary varying,able achieve achieved benefit effective empower empowering enable enabled enhance enhancement enhancements gain gains good great opportunity satisfy stability strength strengthen strong success successful successfully vibrant win
71,0000898822-14-000224,EBAY,20140411,2014-04-11,8-K,adverse adversely against allege breach breached breaches cease ceases closed closing closure concern contradict contradicts controversy criticism cut damage damages defeat delay delayed deny deprive destroy deter difficult disagree disagrees disclose disclosed disclosing disparage disparages dispute doubt erred erring error errors fail failed failure fined force forego harm ill illegal illegality impractical injunction injunctions injury inquiry irreparable lack late lie limitation litigation lose losing miss omission omissions oppose plea pleas poses posing precluding quit refuse reparation resign subpoena sue sued sues terminate threat threaten threatened unable unreasonably violation,ambiguities believe believed believes could depend dependent doubt exposure may nearly pending suggest,able accomplish accomplished beneficial beneficially benefit benefitting confident easily effective enable enabled enables enabling enhance enhanced exclusive exclusively gain gains good great greater greatly happy honor honored honoring invent invention leadership opportunity optimistic pleased satisfaction satisfy strong success successful tremendous valuable win
72,0001065088-15-000002,EBAY,20150107,2015-01-07,8-K,absence against allege alleged alleging breach breached break cancel cease ceased challenge challenges closed closing closure closures collapse concern conflict confront confronting contested contrary criminal cut defect defective defend defending defer deficiencies destroy destroyed destruction deter disclose disclosed disinterested disqualification disqualified disregard disregarded doubt erred fail fails failure fined fines force forced forego fraud harm ill illegal improper inability inadvertent incident intentional invalid invalidate lack lapse late lie limitation limitations lose losing loss lost lying misconduct miss objecting omission penalties plea pleas pled poses posing postpone postponement prejudice question questions quit reject resign resignation resignations restate restated revocation revocations revoke revoked sever stolen sue sued suffer suffered termination terminations threat threaten threatened unable unfunded violation volatility,appear appears believe believed believes could depend dependence dependent differ doubt hidden may might nearly pending possible risk volatility,able accomplish accomplishment advancement beneficial beneficially benefit benefitting best conclusive delight delighted desired easily effective empower enable enabled enables exciting exclusive gain gains good great greater highest honor honored innovation leading loyal opportunity pleasure profitable satisfy strong succeed succeeding success tremendous win
73,0001065088-15-000017,EBAY,20150121,2015-01-21,8-K,bad break challenge challenges closed closing closure collapse conciliation conciliations crisis critical cut decline delinquency deter difficult disclosing distract distraction distractions divest divestiture divestitures downturn easing erred fined force forego fraud ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss missed negative negatively opportunistic poses quit restructuring sever standstill taint unexpected,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate revise revised risk risks uncertain uncertainties unexpected vary varying,able achieve achieved benefit confident easier easily effective enable enabled enables enhance excellent exclusive exclusively gain gained gaining gains good great innovation innovations leading loyal profitably satisfy stability stabilizing strength strengths strong success successful successfully win
74,0001181431-11-059887,EBAY,20111212,2011-12-12,8-K,break cut ill lie miss sue,may,able satisfy win
75,0001193125-15-227486,EBAY,20150618,2015-06-18,8-K,absence adverse against alienate alienated allege alleged breach breached break challenge challenges claiming claims closing closure concern conciliation contend contrary convict conviction crime cut defer delay delayed denial denied deny deter diminution disagree disagrees dishonest dishonesty dispute disputes distract distraction distractions embezzle embezzlement erred fail failure felony fined force forced forego fraud frivolous ignore ignored ill impair impairment incapacity incident indict indictment invalid involuntarily lack late lie limitation lose loses losing lying misappropriation misconduct miss misuse noncompliance overage overpayment overpayments plea poses purport question questions quit resign resignation resignations revoke revoked sever sue sued sues terminate terminated terminates terminating termination terminations unpaid unreimbursed wrong wrongful,anticipate anticipated assuming assumption assumptions believe believes contingent could depend dependent differ may preliminary reconsider,able achieve achieved achievement benefit conclusive conclusively effective efficient gain gains good great greatest opportunity perfect positive satisfaction satisfactorily satisfy success successful win
76,0001065088-13-000156,EBAY,20131016,2013-10-16,8-K,break closed closing closure closures collapse conciliation conciliations crisis cut default delinquency deter difficult disclosing dispose divest divested divestiture divestitures downturn easing erred fault fined forego fraud ill impair impairment lack lackluster lapse late lie limitation limitations litigation lose losing loss losses lying miss missed poses quit restructuring sever shut shutdown taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly pending predict predicted recalculate risk risks uncertain uncertainties vary varying,able benefit benefited easily effective enable enabled enables enhance enhanced gain gained gains good improve innovation invent inventor leading opportunities profitably satisfy stability strength strong success successful successfully win
77,0001193125-14-343190,EBAY,20140916,2014-09-16,8-K,break cut ill lie miss resign resigning,,able satisfy win
78,0001193125-11-010549,EBAY,20110120,2011-01-20,8-K,break closed conciliation conciliations corrected cut delinquency deter difficult dispose divest divestiture divestitures downturn easing erred error fined forego fraud ill impair impairment impairments late lie limitation limitations litigation lose loss losses miss missed negative negatively poses quit restructuring sever sue sued taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations intangible intangibles may nearly predict predicted risk risks uncertain uncertainties vary varying,able achieve benefit easily effective enable enables enabling enhance gain gains good great greater improve improved innovate innovating innovation leadership profitably satisfy stability strength strengthen strengthening strong stronger success successful successfully win
79,0001065088-18-000017,EBAY,20180425,2018-04-25,8-K,break closed closing closure collapse conciliation conciliations crisis cut defer deter difficult disclose discloses disclosing divest divestiture divestitures downturn easing erred fined force forego ill impair impairment lapse late lie limitation limitations litigation lose loses losing loss losses lying miss poses quit recall restructuring sever taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible may predict predicted recalculate recalculated revise revised risk risks uncertain uncertainties vary varying,able achieve achieved benefit easy effective empower empowering enable enabled enhance gain gains good great improve innovate opportunity progress satisfy stability strength strong success successful successfully vibrant win
80,0001065088-15-000113,EBAY,20150422,2015-04-22,8-K,bad break closed closing closure collapse conciliation conciliations crisis critical cut decline declined deter difficult disclosing divest divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss negative negatively pled poses quit restructuring sever taint weak weaker,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate revise revised risk risks uncertain uncertainties vary varying,able achieve achieved benefit easily effective enable enabled enables enhance excellence gain gained gains good great greater improve improved leading popular popularity profitably satisfy smooth stability stabilizing strength strengthen strengthening strengthens strong succeed success successful successfully win
81,0001181431-10-047482,EBAY,20100921,2010-09-21,8-K,break crisis cut divest divestiture divestitures downturn easing ill late lie litigation miss resign resigning sever taint termination worse worsen worsening,assume assumes assumption assumptions could differ fluctuation fluctuations may nearly predict predicted risk risks uncertain uncertainties vary varying,able achieve benefit best better easier easily easy efficiency enable enables enhance enhancement enhancements improve improvement improvements innovation profitably satisfy stability strength success win
82,0001065088-14-000209,EBAY,20141218,2014-12-18,8-K,break cancel cancelled collapse cut deter force ill lapse late lie miss terminate terminated termination,hidden may,able benefit effective satisfy win
83,0001065088-16-000294,EBAY,20160426,2016-04-26,8-K,break closed closing closure collapse conciliation conciliations crisis cut deter difficult disclosing discontinue discontinued divest divestiture divestitures downturn easing erred fined forego ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss poses quit restructuring sever taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible may predict predicted recalculate risk risks uncertain uncertainties vary varying,able achieve achieved benefit best easier easy effective empower empowering enable enabled enables enhance enhancement enhancements gain gains good great improve improved innovation innovations invent inventor opportunity progress satisfy stability stable strength strong success successful successfully vibrant win
84,0001065088-19-000009,EBAY,20190214,2019-02-14,8-K,break closure collapse cut fined ill lapse lie lying miss taint,assumption assumptions could differ hidden may predict predicted revise revised risk risks uncertain uncertainties,able benefit collaboration effective great greater improve improved invent inventor leadership leading satisfy success win
85,0001193125-14-241124,EBAY,20140618,2014-06-18,8-K,break cut ill lie miss,depend dependent,able satisfy win
86,0001065088-17-000010,EBAY,20170419,2017-04-19,8-K,break closed closing closure collapse conciliation conciliations crisis cut defer deter difficult disclosing divest divestiture divestitures downturn easing erred fined forego ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss pled poses quit restructuring sever sue taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible may predict predicted recalculate risk risks uncertain uncertainties vary varying,able achieve achieved advantage advantages benefit boost effective empower empowering enable enabled enhance exclusive exclusively gain gains good great invent inventor opportunities opportunity satisfy stability strength strong success successful successfully vibrant win
