,date,ticker,neg_text,uncert_text,pos_text,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,period,an_buy,an_hold,an_sell,an_rating,an_d_p,an_d_0
56,2015-12-22,aapl,absence acquit against allege alleged breach breaches break cancel cancellation cancelled cease ceased ceases challenge challenges claims closed closure concern conflict contested contrary convict convicted criminal cut damage damages defect defend defending destroy destroyed destruction deter disapproval disclose disclosed disinterested disqualification disregard disregarded dissolution enjoin enjoined erred fail fails failure felony fined fines force forego harm ill illegal inability incapacity incident inconsistent ineligibility ineligible lack late lie limitation limitations lose loses loss losses lost mislead misleading miss neglect objection omission omissions omit omitting oppose opposed plea pleas pled poses postpone postponement preclude prejudice protest protesting question questions quit recall recalled recalls refusal refuse refuses resign resignation resigned restate restated revocation revoke revoked stolen sue sued terminate terminated termination terminations threat threaten threatened unable unavailability unavailable unsound violate violation violations,appear appearing appears assume believe believes depend dependent differ indefinite may might pending possible risk tending variable variation variations,able beneficial beneficially confident desired effective empower empowered exclusive exclusively gain gains good great greater highest leading opportunity pleasure resolve satisfactory satisfied satisfies satisfy solves succeed succeeding success valuable win,0,1,1,0,0,0,0,35.0,45.0,7.0,1.0,4.623,0,0
57,2016-01-26,aapl,break caution cautioned closure conciliation cut defer difficult disaster disasters disrupt erred error ill infringe infringed infringement late lie limitation lose loss miss negative poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best better breakthrough empower favorable innovation innovations innovative invent inventor positive revolutionize revolutionized satisfy strong superior win,1,0,0,1,1,0,0,28.0,46.0,6.0,1.0,4.6789999999999985,0,0
58,2016-02-23,aapl,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible injunction insolvency insufficient interfere interference investigating investigation lapse lapsed late lie limitation limitations lose losing loss losses lying misconduct mislead misleading misrepresent misrepresentation miss moratorium negative negligence objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailability unavailable unlawful unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming assumption assumptions believe believes conditional depend dependent hidden may might pending possible preliminary vague vaguely,able benefit best effective enable exclusive gain gained gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,0,0,1,0,0,1,0,7.0,45.0,6.0,2.0,4.604,0,0
59,2016-03-01,aapl,absence adverse against alienation breach break cancel cancelled cancelling cease ceases clawback closing contrary correcting cut damage damages defect defend defer delay delayed deter dismiss dismissal dissolution divest divested divestiture divestitures easing encumbrance erred fail failure fined force forego forfeit forfeited forfeiture harm ill impair impairment impending inconsistency inconsistent invalid lapse lapsed late lie limitation limitations liquidation losing loss losses lying miss omission omit omitted oppose opposed pled poses question quit resign resignation restate restated restatement revoke sever sue sued suffer suffered suspend suspends suspension terminate terminated termination terminations unable unfunded unpaid writeoff writeoffs,anticipation assume assumed assumes assumption contingent could depend dependent differ may pending tending unusual varies,able achieve achievement assure attain attainment attains beneficial beneficially benefit conclusive desirable distinction distinctions effective enable enables exclusive exclusively favorable gain gains good invent inventor opportunity satisfaction satisfactory satisfied satisfies satisfy success win,1,1,1,1,1,1,1,23.0,45.0,6.0,2.0,4.604,0,0
60,2016-03-24,aapl,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict conflicts contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible injunction insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying misconduct mislead misleading misrepresent misrepresentation miss moratorium negative negligence objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailability unavailable unlawful unpaid violate violation,ambiguity appear appearing appears assume assumed assuming assumption assumptions believe believes conditional depend dependent hidden may might pending possible preliminary vague vaguely,able benefit best effective enable exclusive gain gained gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,0,0,0,0,0,0,0,33.0,42.0,6.0,2.0,4.6,0,0
61,2016-04-26,aapl,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best better breakthrough empower favorable happy incredible innovation innovations invent inventor revolutionize revolutionized satisfy strength strong win,0,0,0,1,1,1,1,57.0,45.0,4.0,2.0,4.686,0,0
62,2016-06-22,aapl,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break burden burdens burdensome calamity cease ceases circumvent circumventing claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistencies inconsistency inconsistent inconvenient ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea plead pleas pled poses preventing quit reparation reparations restate restated sever solvency sue sued sues summons suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe conditional conditionally depend dependent may might pending possible preliminary,able beneficial benefit best effective enable exclusive gain gained gains good leading opportunity satisfaction satisfactory satisfied satisfy succeed succeeding success win,0,1,1,1,1,1,1,34.0,44.0,7.0,2.0,4.585,0,0
63,2016-07-26,aapl,break closure collapse cut defer disaster disasters disrupt erred error ill infringe infringed lapse late lie limitation lose loss miss plea pleas poses problem problems quit sue sued sues taint unfavorable,almost anticipate anticipated approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best better breakthrough empower favorable highest innovation innovations invent inventor pleased revolutionize revolutionized satisfy strong stronger success successful win,0,1,1,1,0,1,0,9.0,45.0,6.0,3.0,4.556,0,0
64,2016-08-04,aapl,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation lapse lapsed late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,1,1,1,1,1,1,1,82.0,46.0,5.0,3.0,4.593,0,0
65,2016-10-25,aapl,break closure collapse cut defer disaster disasters disrupt erred error ill infringe infringed lapse late lie limitation lose loss miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best better breakthrough empower favorable incredible innovation innovations invent inventor pleased revolutionize revolutionized satisfy strong success successful win,1,0,0,1,1,1,1,51.0,43.0,8.0,3.0,4.481,0,0
66,2016-12-15,aapl,absence acquit against allege alleged breach breaches break cancel cancellation cancelled cease ceased ceases challenge challenges claims closed closure collapse concern conflict contested contrary convict convicted criminal cut damage damages defect defend defending destroy destroyed destruction deter disapproval disclose disclosed disinterested dispose disqualification disregard disregarded enjoin enjoined erred fail fails failure felony fined fines force forego harm ill illegal inability incapacity incident inconsistent ineligibility ineligible lack lapse late lie limitation limitations lose loses loss losses lost lying mislead misleading miss neglect objection omission omissions omit omitting plea pleas pled poses postpone postponement preclude prejudice protest protesting question questions quit recall refusal refuse refuses resign resignation resigned restate restated revocation revoke revoked stolen sue sued terminate terminated termination threat threaten threatened unable unavailability unavailable unsound violate violation violations,appear appearing appears assume believe believes depend dependent differ hidden indefinite may might pending possible risk tending variable variation variations,able beneficial beneficially confident desired effective empower empowered exclusive exclusively gain gains good great greater highest leading opportunity pleasure resolve satisfactory satisfied satisfies satisfy solves succeed succeeding success valuable win,1,1,1,1,1,1,1,47.0,43.0,8.0,3.0,4.463,0,0
67,2017-01-31,aapl,break closure collapse cut defer disaster disasters disrupt erred error ill infringe infringed lapse late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may nearly risk risks uncertain uncertainties,able benefit best better breakthrough empower excited favorable highest innovation innovations invent inventor revolutionize revolutionized satisfy strong win,0,1,1,1,0,1,0,9.0,42.0,8.0,2.0,4.519,0,0
68,2017-02-09,aapl,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cancel cancellation cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation lapse lapsed late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,alteration ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent hidden may pending possible preliminary variation,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,1,1,0,1,1,1,1,20.0,41.0,10.0,1.0,4.538,0,0
69,2017-03-01,aapl,break cut deter ill lie miss,depend dependent,able gain gains satisfy success win,1,1,0,0,0,1,1,2.0,39.0,10.0,1.0,4.52,0,0
70,2017-03-03,aapl,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break burden burdens burdensome calamity cease ceases circumvent circumventing claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent inconvenient ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea plead pleas pled poses preventing quit reparation reparations restate restated sever solvency sue sued sues summons suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable undue unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming believe conditional conditionally depend dependent may pending possible preliminary,able beneficial benefit best effective enable exclusive gain gains good leading opportunity satisfaction satisfactory satisfied satisfy succeed succeeding success win,1,1,0,1,1,1,1,69.0,39.0,10.0,1.0,4.52,1,1
71,2017-05-11,aapl,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation lapse lapsed late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent hidden may pending possible preliminary revise revised,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,1,1,1,0,0,0,0,13.0,39.0,9.0,1.0,4.551,0,0
72,2017-05-24,aapl,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cancel cancellation cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose loses losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable undue unpaid unwilling violate violation,alteration ambiguity appear appears assume assumed assuming believe conditional conditionally depend dependent may pending possible preliminary revise revised variation,able beneficial benefit best effective enable exclusive gain gains good great greater leading opportunity satisfaction satisfactory satisfy stabilization succeed succeeding success win,0,1,1,0,0,0,0,27.0,38.0,8.0,0.0,4.652,0,0
73,2017-06-20,aapl,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears assume assumed assuming believe conditional depend dependent may pending possible preliminary revise revised,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,0,0,1,1,1,1,1,42.0,36.0,10.0,0.0,4.565,0,0
74,2017-08-01,aapl,break closure collapse cut defer disaster disasters disrupt erred error fined ill infringe infringed lapse late lie limitation lose loss lying miss poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may revise revised risk risks uncertain uncertainties,able advances benefit best better breakthrough empower excited favorable happy incredibly innovation innovations invent inventor revolutionize revolutionized satisfy success successful win,1,1,1,1,1,1,1,17.0,36.0,10.0,0.0,4.565,0,0
75,2017-08-18,aapl,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases ceasing claims closed closing closure concern conflict contrary correcting crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclaimer disclose disclosed dispose dispute disregard disregarded disrupt disruption downgrading duress easing encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation investigations late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable undue unpaid violate violation,ambiguity appear appears approximate approximates assume assumed assuming assumption assumptions believe believes conditional conditionally depend dependent depending hidden may pending possible preliminary revise revised vary,able beneficial benefit best effective enable gain gains good great greater leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,0,0,0,1,0,1,0,25.0,34.0,10.0,0.0,4.545,0,0
76,2017-09-12,aapl,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears assume assumed assuming believe conditional depend dependent may pending possible preliminary revise revised,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,0,0,0,0,1,0,1,30.0,35.0,9.0,0.0,4.591,0,0
77,2017-10-12,aapl,break cut fined ill lie lying miss,assume revise revised,able effective satisfy succeed succeeded win,0,1,1,1,1,1,1,21.0,35.0,8.0,0.0,4.628,0,0
78,2017-11-02,aapl,break closure collapse cut defer disaster disasters disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses problem problems quit sue sued sues taint unauthorized unfavorable,approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden intangible may revise revised risk risks uncertain uncertainties,able benefit best better breakthrough confident empower excited fantastic favorable great happy innovation innovations invent inventor revolutionize revolutionized satisfy strong win,1,1,1,1,1,0,0,11.0,36.0,7.0,0.0,4.674,0,0
79,2017-11-13,aapl,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears assume assumed assuming believe believes conditional depend dependent may pending possible preliminary revise revised,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,0,0,0,0,0,0,0,80.0,37.0,6.0,0.0,4.721,0,0
80,2018-02-01,aapl,break closure collapse cut defer disaster disasters disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses problem problems quit sue sued sues taint unauthorized unfavorable,approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden intangible may revise revised risk risks uncertain uncertainties,able achieve achieved benefit best better breakthrough confident empower favorable great highest innovation innovations invent inventor loyal popular popularity profitability revolutionize revolutionized satisfaction satisfy strong surpass surpassed win,1,0,0,1,1,1,1,13.0,31.0,13.0,0.0,4.409,0,0
81,2018-02-14,aapl,adverse adversely against break cancel cancellation cease ceases closing conflict conflicts contrary correcting cut defect deter dispose dissolution doubt erred fined force forego forfeit forfeited ill inconsistency invalid involuntary lapse lapsed late lie limitation limitations liquidation losing lying miss omission pled poses question quit restate restated revoke sue sued suspend suspension terminate terminated termination terminations threat threaten threatened unfunded,assumption depend dependent differ doubt may revise revised unusual,able assure attain attains beneficial beneficially benefit best conclusive desirable effective favorable gain gains good great greater greatest satisfies satisfy success win,1,1,1,0,0,0,0,76.0,27.0,16.0,0.0,4.256,0,0
82,2018-05-01,aapl,break closure collapse cut defer disaster disasters disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses problem problems quit sue sued sues taint unauthorized unfavorable,approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden may revise revised risk risks uncertain uncertainties,able benefit best better breakthrough confident efficient efficiently empower favorable great greater happy innovation innovations invent inventor revolutionize revolutionized satisfy strong win,1,1,1,0,0,1,0,6.0,28.0,17.0,0.0,4.244,0,0
83,2018-05-07,aapl,against allegation allegations allege alleged alleging antitrust artificially barred breach breached breaches break claims complain complaint complaints concern concerns conspiracy conspire conspired critical cut damage damages defend defendant defendants deficiencies denied deny denying deter difficult difficulties disclose dismiss dismissal dismissed dispose dispute disputes distract distracting distraction easing erred escalate escalated fail failed fails failure failures fined firing flaw force forego harm harmed idle ill impair investigate investigating investigation late lie litigate litigation lose loss losses lying miss missed objection omission omissions plaintiff plaintiffs poses prejudice prosecute prosecution protracted punitive purport purported question questions quit relinquish relinquished retaliatory sever sue sued sues suffer suffered suspect suspected taint terminate terminated unable unjust violate violated violating violation violations voiding wrong wrongdoing,appear believe believes contingent could depend dependent may might pending possible preliminary reconsider revise revised risk risks uncertain uncertainty unknown,able beneficial benefit best desirable efficiency enable gain gained gains good progress resolve satisfy strength success win,1,1,1,0,0,0,0,1.0,28.0,18.0,0.0,4.217,0,0
84,2018-05-08,aapl,break cut fined lie lying miss objection objections,revise revised,able satisfy win,1,1,1,1,1,1,1,84.0,28.0,18.0,0.0,4.217,0,0
85,2018-07-31,aapl,break closure collapse cut defect defects defer disaster disasters dispute disputes disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses quit sue sued sues taint unauthorized unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden may revise revised risk risks uncertain uncertainties,able benefit best better breakthrough confident empower excited favorable innovation innovations invent inventor revolutionize revolutionized satisfy strong win,1,1,1,1,1,1,1,93.0,27.0,18.0,0.0,4.2,1,1
86,2018-11-01,aapl,break breaking closure collapse cut defect defects defer disaster disasters dispute disputes disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses quit sue sued sues taint unauthorized unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden may revise revised risk risks uncertain uncertainties,able achieve achieved advancement advancements benefit best better breakthrough confident empower favorable innovation innovations invent inventor revolutionize revolutionized satisfy strong strongest tremendous win,1,0,0,0,0,0,0,62.0,31.0,16.0,2.0,4.163,0,0
87,2019-01-02,aapl,adversity break challenge challenges challenging collapse contraction cut decline declining defect defects difficult disappoint disappointing disaster disasters dispute disputes disrupt disruption disruptions erring error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation loss losses lying miss poses recall sever shortfall slow strain strained sue sued sues taint unauthorized unfavorable weak weakness,almost anticipate anticipated appear appeared approximate approximately assume assumes believe could depend dependency differ exposure fluctuation fluctuations hidden may predict predicted preliminary revise revised risk risks somewhat uncertain uncertainties uncertainty,able achieve advantage best better breakthrough confident creative creativity empower enjoy excited favorable gain great greater improve innovate innovates innovation innovations innovative invent inventor loyal popular profitability progress progressed revolutionize revolutionized satisfaction satisfy strength strong vibrant win,1,0,0,1,1,1,1,27.0,26.0,21.0,2.0,3.98,0,0
88,2019-01-29,aapl,break closure collapse cut decline declined defect defects disappoint disappointing disaster disasters dispute disputes disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses quit sue sued sues taint unauthorized unfavorable,approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden may revise revised risk risks uncertain uncertainties,able benefit best better breakthrough confident empower favorable great innovation innovations invent inventor loyal revolutionize revolutionized satisfaction satisfy strength strong win,0,1,1,1,1,1,1,8.0,23.0,23.0,0.0,4.0,0,0
89,2019-02-06,aapl,break collapse cut fined lapse lie lying miss,assume assumed hidden revise revised,able effective satisfy succeed succeeded win,1,0,0,1,1,1,1,26.0,22.0,23.0,0.0,3.978,0,0
90,2019-03-04,aapl,break collapse cut fined lapse lie lying miss,depend dependent hidden revise revised,able gain gains satisfy success win,1,1,0,1,1,1,1,57.0,22.0,22.0,1.0,3.933,1,1
