,ticker,date,neg_text,price_prior,price_0,price_1,price_3,price_7,true_price
78,MSFT,2016-10-20,adverse against break bridge catastrophic claims closing closure conciliation confusion corrupt corruption cut decline declined declines defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose losing loss losses lying miss outage outages plea pleas poses problem problems quit restate sever sue sued taint tense unanticipated unauthorized vulnerabilities,54.71105575561523,-5.63,-1.66,0.53,-1.23,57.69443130493164
79,MSFT,2016-12-01,absence adverse adversely against assertions break cancel cancelled cease ceased conflict contrary criminal cut damage damages defend defendant defending deter disclose disinterested dispose dissolution erred fail failure fault fined force forego frivolous ill intentional invalid investigation late lie limitation limitations liquidation lose loss losses misconduct miss omission omissions penalty pled poses prosecuting question quit reject rejected sue sued suing termination threat threaten threatened unpaid unreasonably violating violation,57.69443130493164,-3.54,-3.45,-2.31,1.3,58.757179260253906
80,MSFT,2016-12-08,break cut lie lying miss purport sue sued,58.757179260253906,-4.19,-2.69,-1.1,-0.09,60.968833923339844
81,MSFT,2017-01-26,adverse against break bridge catastrophic claims closure conciliation confusion corrupt corruption cut decline declines defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized vulnerabilities,60.968833923339844,1.74,4.13,2.34,0.74,60.48053741455078
82,MSFT,2017-02-03,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate,60.48053741455078,-2.18,-2.25,-2.71,-0.22,62.3305778503418
83,MSFT,2017-03-14,against break closed cut defend disclose disclosed disrupt disruptive harm ill lie lose loss losses miss plea pleas quit sever sue sued,62.3305778503418,-5.04,-4.54,-4.36,-4.36,65.33585357666016
84,MSFT,2017-04-27,adverse against break bridge catastrophic claims closure conciliation confusion corrupt corruption cut decline declines defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized vulnerabilities,65.33585357666016,-3.92,-3.65,-2.47,-2.98,68.44223022460939
85,MSFT,2017-06-14,absence against breach breaches break closed closing closure concern conflict contested contrary convict convicted criminal cut damage damages destruction deter disclose disclosed disclosing disregard disregarded erred fail failed failing failure fined force forego harm ill inability inadvertent ineligible interfere invalid invalidate lack late lie limitation limitations lose loses losing loss lying miss objecting omit opposing poses posing postpone postponement prejudice question recall refuse reparation resign resignation revocation revoke revoked sue sued termination threat threaten threatened unable unavailable violate violation violations,68.44223022460939,-4.86,-5.36,-4.05,-3.59,71.55191802978516
86,MSFT,2017-07-20,adverse against break bridge catastrophic claims closure conciliation confusion corrupt corruption cut decline declines defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impairments impede infringe infringed late lie litigation lose loss losses lying miss negative negatively outage outages plea pleas poses problem problems quit restate restructuring sever sue sued taint tense termination unanticipated unauthorized unfavorable vulnerabilities,71.55191802978516,2.71,2.12,2.67,0.61,70.00193023681639
87,MSFT,2017-08-03,break closure cut doubt doubtful erred fined ill late lie loss lying miss poses quit restate restructuring sue sued,70.00193023681639,-4.51,-3.81,-3.67,-2.61,73.19923400878906
88,MSFT,2017-09-19,against break closed cut defend disclose disclosed fined harm ill lie lose loss losses lying miss plea pleas quit sue sued,73.19923400878906,-4.06,-4.69,-5.37,-6.05,76.57868957519531
89,MSFT,2017-10-26,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut decline declines dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit restate restated sue sued taint tense vulnerabilities,76.57868957519531,-5.97,0.06,-0.69,0.85,81.57345581054688
90,MSFT,2017-11-30,break cut deter fined ill late lie lying miss,81.57345581054688,-9.24,-9.14,-12.02,-8.1,90.7741928100586
91,MSFT,2018-01-31,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit restate restated sue sued taint tense vulnerabilities,90.7741928100586,2.44,1.64,-5.11,-4.92,90.77774047851562
92,MSFT,2018-04-26,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut cyberattack cyberattacks dispute disputes disrupt disruption disruptions doubt doubtful easing erred excessive fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss misuse outage outages plea pleas poses problem problems quit restate restated sue sued taint tense vulnerabilities,90.77774047851562,-6.88,-5.34,-6.15,-4.95,99.54660034179688
93,MSFT,2018-06-04,break bridge caution cautioned challenge challenges challenging closing closure cut deter distract distracting easing fined force ill late lie limitation limitations lose loses losing lying miss plea pleas poses pressing problem problems sue sued taint undue,99.54660034179688,-3.28,-2.79,-4.03,-4.06,103.82318115234376
94,MSFT,2018-07-19,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut cyberattack cyberattacks damage decline declined dispute disputes disrupt disruption disruptions doubt doubtful easing erred excessive fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss misuse outage outages plea pleas poses problem problems quit restate restated restructuring sever sue sued sues taint tense vulnerabilities,103.82318115234376,-8.14,-6.49,-5.27,-7.28,112.24366760253906
95,MSFT,2018-09-19,adverse adversely against alienation break claiming concern cut defer deter erred fined force forced ill illegal illegality invalid invalidity late lie litigation lying miss question questions quit sue sued terminate terminated termination warn warning,112.24366760253906,3.33,5.06,6.08,5.8,107.17728424072266
96,MSFT,2018-10-24,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut cyberattack cyberattacks damage dispute disputes disrupt disruption disruptions doubt doubtful easing erred excessive fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss misuse outage outages plea pleas poses problem problems quit sue sued sues taint tense vulnerabilities,107.17728424072266,-8.32,-2.96,-6.94,-4.87,110.6474609375
97,MSFT,2018-11-29,break cut fined ill lie lying miss,110.6474609375,7.04,7.72,5.42,4.52,102.5022430419922
98,MSFT,2019-01-30,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut cyberattack cyberattacks damage decline declined dispute disputes disrupt disruption disruptions doubt doubtful easing erred excessive fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss misuse outage outages plea pleas poses problem problems quit sue sued sues suing taint tense vulnerabilities,102.5022430419922,-15.56,-17.1,-16.06,-16.12,125.44000244140624
99,MSFT,2019-04-24,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut cyberattack cyberattacks damage dispute disputes disrupt disruption disruptions doubt doubtful easing erred excessive fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss misuse outage outages plea pleas poses problem problems quit sue sued sues taint tense vulnerabilities,125.44000244140624,,,,,
